ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-IS_2022-01-31-30.u1	ParlaMint-IS-en_2022-01-31-30	u	English	-	-	-	43	1150	1252	38	
ParlaMint-IS_2022-01-31-30.seg1.1	ParlaMint-IS_2022-01-31-30.u1	s	English	Positive	mixed positive	3.689	1	3	4	0	
ParlaMint-IS_2022-01-31-30.seg1.2	ParlaMint-IS_2022-01-31-30.u1	s	English	Neutral	neutral positive	2.794	1	21	22	2	
ParlaMint-IS_2022-01-31-30.seg1.3	ParlaMint-IS_2022-01-31-30.u1	s	English	Neutral	neutral positive	2.891	1	20	22	0	
ParlaMint-IS_2022-01-31-30.seg1.4	ParlaMint-IS_2022-01-31-30.u1	s	English	Positive	mixed positive	3.768	1	20	21	0	
ParlaMint-IS_2022-01-31-30.seg1.5	ParlaMint-IS_2022-01-31-30.u1	s	English	Neutral	neutral positive	2.944	1	16	17	0	
ParlaMint-IS_2022-01-31-30.seg1.6	ParlaMint-IS_2022-01-31-30.u1	s	English	Neutral	neutral positive	3.420	1	30	31	0	
ParlaMint-IS_2022-01-31-30.seg2.1	ParlaMint-IS_2022-01-31-30.u1	s	English	Neutral	neutral positive	2.892	1	26	27	2	
ParlaMint-IS_2022-01-31-30.seg2.2	ParlaMint-IS_2022-01-31-30.u1	s	English	Neutral	neutral positive	2.983	1	24	25	2	
ParlaMint-IS_2022-01-31-30.seg3.1	ParlaMint-IS_2022-01-31-30.u1	s	English	Neutral	neutral positive	2.903	1	19	21	0	
ParlaMint-IS_2022-01-31-30.seg3.2	ParlaMint-IS_2022-01-31-30.u1	s	English	Neutral	neutral positive	3.122	1	29	33	0	
ParlaMint-IS_2022-01-31-30.seg4.1	ParlaMint-IS_2022-01-31-30.u1	s	English	Neutral	neutral negative	1.675	1	30	34	1	
ParlaMint-IS_2022-01-31-30.seg4.2	ParlaMint-IS_2022-01-31-30.u1	s	English	Neutral	neutral positive	2.683	1	20	23	0	
ParlaMint-IS_2022-01-31-30.seg4.3	ParlaMint-IS_2022-01-31-30.u1	s	English	Neutral	neutral positive	2.786	1	30	31	0	
ParlaMint-IS_2022-01-31-30.seg4.4	ParlaMint-IS_2022-01-31-30.u1	s	English	Neutral	neutral positive	3.337	1	21	23	0	
ParlaMint-IS_2022-01-31-30.seg4.5	ParlaMint-IS_2022-01-31-30.u1	s	English	Neutral	neutral positive	2.816	1	41	44	1	
ParlaMint-IS_2022-01-31-30.seg5.1	ParlaMint-IS_2022-01-31-30.u1	s	English	Positive	mixed positive	4.125	1	26	28	0	
ParlaMint-IS_2022-01-31-30.seg5.2	ParlaMint-IS_2022-01-31-30.u1	s	English	Neutral	neutral positive	2.751	1	39	40	1	
ParlaMint-IS_2022-01-31-30.seg6.1	ParlaMint-IS_2022-01-31-30.u1	s	English	Positive	positive	4.977	1	42	46	0	
ParlaMint-IS_2022-01-31-30.seg6.2	ParlaMint-IS_2022-01-31-30.u1	s	English	Neutral	neutral positive	3.459	1	61	66	4	
ParlaMint-IS_2022-01-31-30.seg6.3	ParlaMint-IS_2022-01-31-30.u1	s	English	Negative	mixed negative	0.950	1	57	58	1	
ParlaMint-IS_2022-01-31-30.seg6.4	ParlaMint-IS_2022-01-31-30.u1	s	English	Neutral	neutral positive	2.723	1	34	35	2	
ParlaMint-IS_2022-01-31-30.seg6.5	ParlaMint-IS_2022-01-31-30.u1	s	English	Neutral	neutral positive	2.591	1	18	19	3	
ParlaMint-IS_2022-01-31-30.seg6.6	ParlaMint-IS_2022-01-31-30.u1	s	English	Neutral	neutral positive	2.682	1	32	34	0	
ParlaMint-IS_2022-01-31-30.seg6.7	ParlaMint-IS_2022-01-31-30.u1	s	English	Neutral	neutral positive	2.653	1	21	25	2	
ParlaMint-IS_2022-01-31-30.seg7.1	ParlaMint-IS_2022-01-31-30.u1	s	English	Positive	mixed positive	3.507	1	13	14	0	
ParlaMint-IS_2022-01-31-30.seg7.2	ParlaMint-IS_2022-01-31-30.u1	s	English	Neutral	neutral positive	2.767	1	8	10	0	
ParlaMint-IS_2022-01-31-30.seg7.3	ParlaMint-IS_2022-01-31-30.u1	s	English	Positive	mixed positive	3.541	1	31	34	0	
ParlaMint-IS_2022-01-31-30.seg8.1	ParlaMint-IS_2022-01-31-30.u1	s	English	Neutral	neutral positive	2.699	1	35	37	0	
