ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-IS_2022-06-07.u1	ParlaMint-IS-en_2022-06-07	u	English	-	-	-	4	66	76	9	
ParlaMint-IS_2022-06-07.seg1.1	ParlaMint-IS_2022-06-07.u1	s	English	Neutral	neutral positive	2.534	1	23	28	6	
ParlaMint-IS_2022-06-07.seg1.2	ParlaMint-IS_2022-06-07.u1	s	English	Negative	mixed negative	1.076	1	6	8	0	
ParlaMint-IS_2022-06-07.seg1.3	ParlaMint-IS_2022-06-07.u1	s	English	Neutral	neutral positive	2.795	1	21	23	2	
ParlaMint-IS_2022-06-07.seg1.4	ParlaMint-IS_2022-06-07.u1	s	English	Positive	mixed positive	4.260	1	16	17	1	
ParlaMint-IS_2022-06-07.u2	ParlaMint-IS-en_2022-06-07	u	English	-	-	-	5	152	184	7	
ParlaMint-IS_2022-06-07.seg2.1	ParlaMint-IS_2022-06-07.u2	s	English	Neutral	neutral negative	2.138	1	32	37	4	
ParlaMint-IS_2022-06-07.seg2.2	ParlaMint-IS_2022-06-07.u2	s	English	Negative	mixed negative	0.613	1	5	7	0	
ParlaMint-IS_2022-06-07.seg2.3	ParlaMint-IS_2022-06-07.u2	s	English	Neutral	neutral negative	2.206	1	28	34	2	
ParlaMint-IS_2022-06-07.seg3.1	ParlaMint-IS_2022-06-07.u2	s	English	Neutral	neutral positive	2.673	1	66	83	1	
ParlaMint-IS_2022-06-07.seg3.2	ParlaMint-IS_2022-06-07.u2	s	English	Neutral	neutral negative	2.421	1	21	23	0	
ParlaMint-IS_2022-06-07.u3	ParlaMint-IS-en_2022-06-07	u	English	-	-	-	3	62	67	8	
ParlaMint-IS_2022-06-07.seg4.1	ParlaMint-IS_2022-06-07.u3	s	English	Neutral	neutral positive	3.366	1	2	3	0	
ParlaMint-IS_2022-06-07.seg4.2	ParlaMint-IS_2022-06-07.u3	s	English	Neutral	neutral positive	2.730	1	32	35	7	
ParlaMint-IS_2022-06-07.seg4.3	ParlaMint-IS_2022-06-07.u3	s	English	Positive	mixed positive	3.562	1	28	29	1	
ParlaMint-IS_2022-06-07.u4	ParlaMint-IS-en_2022-06-07	u	English	-	-	-	2	47	49	5	
ParlaMint-IS_2022-06-07.seg5.1	ParlaMint-IS_2022-06-07.u4	s	English	Neutral	neutral positive	3.483	1	29	30	3	
ParlaMint-IS_2022-06-07.seg5.2	ParlaMint-IS_2022-06-07.u4	s	English	Positive	mixed positive	4.046	1	18	19	2	
ParlaMint-IS_2022-06-07.u5	ParlaMint-IS-en_2022-06-07	u	English	-	-	-	1	76	99	2	
ParlaMint-IS_2022-06-07.seg6.1	ParlaMint-IS_2022-06-07.u5	s	English	Neutral	neutral negative	2.370	1	76	99	2	
ParlaMint-IS_2022-06-07.u6	ParlaMint-IS-en_2022-06-07	u	English	-	-	-	1	39	43	2	
ParlaMint-IS_2022-06-07.seg7.1	ParlaMint-IS_2022-06-07.u6	s	English	Neutral	neutral negative	1.929	1	39	43	2	
ParlaMint-IS_2022-06-07.u7	ParlaMint-IS-en_2022-06-07	u	English	-	-	-	1	19	25	1	
ParlaMint-IS_2022-06-07.seg8.1	ParlaMint-IS_2022-06-07.u7	s	English	Neutral	neutral positive	2.707	1	19	25	1	
ParlaMint-IS_2022-06-07.u8	ParlaMint-IS-en_2022-06-07	u	English	-	-	-	14	338	381	8	
ParlaMint-IS_2022-06-07.seg9.1	ParlaMint-IS_2022-06-07.u8	s	English	Neutral	neutral positive	3.179	1	2	3	0	
ParlaMint-IS_2022-06-07.seg9.2	ParlaMint-IS_2022-06-07.u8	s	English	Negative	mixed negative	0.622	1	24	28	2	
ParlaMint-IS_2022-06-07.seg9.3	ParlaMint-IS_2022-06-07.u8	s	English	Negative	negative	0.403	1	28	31	0	
ParlaMint-IS_2022-06-07.seg9.4	ParlaMint-IS_2022-06-07.u8	s	English	Negative	mixed negative	0.676	1	13	15	0	
ParlaMint-IS_2022-06-07.seg9.5	ParlaMint-IS_2022-06-07.u8	s	English	Negative	negative	0.416	1	20	21	1	
ParlaMint-IS_2022-06-07.seg9.6	ParlaMint-IS_2022-06-07.u8	s	English	Negative	negative	0.258	1	50	56	1	
ParlaMint-IS_2022-06-07.seg9.7	ParlaMint-IS_2022-06-07.u8	s	English	Negative	negative	0.220	1	16	22	0	
ParlaMint-IS_2022-06-07.seg9.8	ParlaMint-IS_2022-06-07.u8	s	English	Negative	mixed negative	0.972	1	31	33	2	
ParlaMint-IS_2022-06-07.seg9.9	ParlaMint-IS_2022-06-07.u8	s	English	Negative	mixed negative	0.740	1	22	25	0	
ParlaMint-IS_2022-06-07.seg9.10	ParlaMint-IS_2022-06-07.u8	s	English	Negative	negative	0.371	1	17	18	0	
ParlaMint-IS_2022-06-07.seg9.11	ParlaMint-IS_2022-06-07.u8	s	English	Neutral	neutral positive	3.013	1	8	10	0	
ParlaMint-IS_2022-06-07.seg10.1	ParlaMint-IS_2022-06-07.u8	s	English	Negative	negative	0.168	1	59	68	1	
ParlaMint-IS_2022-06-07.seg10.2	ParlaMint-IS_2022-06-07.u8	s	English	Negative	negative	0.263	1	7	8	0	
ParlaMint-IS_2022-06-07.seg11.1	ParlaMint-IS_2022-06-07.u8	s	English	Negative	mixed negative	0.515	1	41	43	1	
ParlaMint-IS_2022-06-07.u9	ParlaMint-IS-en_2022-06-07	u	English	-	-	-	19	358	400	4	
ParlaMint-IS_2022-06-07.seg12.1	ParlaMint-IS_2022-06-07.u9	s	English	Positive	mixed positive	3.689	1	3	4	0	
ParlaMint-IS_2022-06-07.seg12.2	ParlaMint-IS_2022-06-07.u9	s	English	Negative	mixed negative	0.536	1	31	33	1	
ParlaMint-IS_2022-06-07.seg12.3	ParlaMint-IS_2022-06-07.u9	s	English	Negative	mixed negative	0.521	1	11	13	0	
ParlaMint-IS_2022-06-07.seg12.4	ParlaMint-IS_2022-06-07.u9	s	English	Negative	negative	0.334	1	56	63	1	
ParlaMint-IS_2022-06-07.seg12.5	ParlaMint-IS_2022-06-07.u9	s	English	Neutral	neutral positive	2.571	1	5	6	0	
ParlaMint-IS_2022-06-07.seg12.6	ParlaMint-IS_2022-06-07.u9	s	English	Negative	negative	0.442	1	16	18	0	
ParlaMint-IS_2022-06-07.seg12.7	ParlaMint-IS_2022-06-07.u9	s	English	Positive	positive	4.564	1	6	7	0	
ParlaMint-IS_2022-06-07.seg12.8	ParlaMint-IS_2022-06-07.u9	s	English	Neutral	neutral negative	2.016	1	8	9	0	
ParlaMint-IS_2022-06-07.seg12.9	ParlaMint-IS_2022-06-07.u9	s	English	Negative	mixed negative	1.133	1	51	52	0	
ParlaMint-IS_2022-06-07.seg12.10	ParlaMint-IS_2022-06-07.u9	s	English	Positive	positive	4.536	1	32	36	2	
ParlaMint-IS_2022-06-07.seg12.11	ParlaMint-IS_2022-06-07.u9	s	English	Negative	negative	0.142	1	15	17	0	
ParlaMint-IS_2022-06-07.seg12.12	ParlaMint-IS_2022-06-07.u9	s	English	Negative	negative	0.115	1	21	23	0	
ParlaMint-IS_2022-06-07.seg12.13	ParlaMint-IS_2022-06-07.u9	s	English	Neutral	neutral positive	3.210	1	3	4	0	
ParlaMint-IS_2022-06-07.seg12.14	ParlaMint-IS_2022-06-07.u9	s	English	Negative	negative	0.225	1	36	42	0	
ParlaMint-IS_2022-06-07.seg12.15	ParlaMint-IS_2022-06-07.u9	s	English	Negative	negative	0.369	1	9	11	0	
ParlaMint-IS_2022-06-07.seg12.16	ParlaMint-IS_2022-06-07.u9	s	English	Negative	negative	0.441	1	21	24	0	
ParlaMint-IS_2022-06-07.seg12.17	ParlaMint-IS_2022-06-07.u9	s	English	Neutral	neutral positive	2.569	1	12	14	0	
ParlaMint-IS_2022-06-07.seg12.18	ParlaMint-IS_2022-06-07.u9	s	English	Positive	mixed positive	3.795	1	9	10	0	
ParlaMint-IS_2022-06-07.seg12.19	ParlaMint-IS_2022-06-07.u9	s	English	Negative	mixed negative	0.936	1	13	14	0	
ParlaMint-IS_2022-06-07.u10	ParlaMint-IS-en_2022-06-07	u	English	-	-	-	8	154	170	2	
