ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-IS_2022-04-25-68.u1	ParlaMint-IS-en_2022-04-25-68	u	English	-	-	-	4	127	158	12	
ParlaMint-IS_2022-04-25-68.seg187.1	ParlaMint-IS_2022-04-25-68.u1	s	English	Negative	mixed negative	1.208	1	46	63	3	
ParlaMint-IS_2022-04-25-68.seg187.2	ParlaMint-IS_2022-04-25-68.u1	s	English	Negative	mixed negative	0.689	1	28	32	2	
ParlaMint-IS_2022-04-25-68.seg187.3	ParlaMint-IS_2022-04-25-68.u1	s	English	Neutral	neutral positive	2.630	1	36	44	5	
ParlaMint-IS_2022-04-25-68.seg188.1	ParlaMint-IS_2022-04-25-68.u1	s	English	Positive	mixed positive	4.137	1	17	19	2	
ParlaMint-IS_2022-04-25-68.u2	ParlaMint-IS-en_2022-04-25-68	u	English	-	-	-	2	45	48	6	
ParlaMint-IS_2022-04-25-68.seg189.1	ParlaMint-IS_2022-04-25-68.u2	s	English	Negative	mixed negative	1.077	1	27	29	3	
ParlaMint-IS_2022-04-25-68.seg190.1	ParlaMint-IS_2022-04-25-68.u2	s	English	Positive	mixed positive	4.428	1	18	19	3	
ParlaMint-IS_2022-04-25-68.u3	ParlaMint-IS-en_2022-04-25-68	u	English	-	-	-	5	471	525	33	
ParlaMint-IS_2022-04-25-68.seg191.1	ParlaMint-IS_2022-04-25-68.u3	s	English	Neutral	neutral negative	2.013	1	56	62	3	
ParlaMint-IS_2022-04-25-68.seg191.2	ParlaMint-IS_2022-04-25-68.u3	s	English	Neutral	neutral negative	1.819	1	34	36	4	
ParlaMint-IS_2022-04-25-68.seg192.1	ParlaMint-IS_2022-04-25-68.u3	s	English	Neutral	neutral negative	1.822	1	70	77	9	
ParlaMint-IS_2022-04-25-68.seg193.1	ParlaMint-IS_2022-04-25-68.u3	s	English	Neutral	neutral negative	1.712	1	101	116	5	
ParlaMint-IS_2022-04-25-68.seg194.1	ParlaMint-IS_2022-04-25-68.u3	s	English	Neutral	neutral negative	1.976	1	210	234	12	
ParlaMint-IS_2022-04-25-68.u4	ParlaMint-IS-en_2022-04-25-68	u	English	-	-	-	3	53	59	2	
ParlaMint-IS_2022-04-25-68.seg195.1	ParlaMint-IS_2022-04-25-68.u4	s	English	Neutral	neutral negative	1.972	1	28	32	2	
ParlaMint-IS_2022-04-25-68.seg195.2	ParlaMint-IS_2022-04-25-68.u4	s	English	Neutral	neutral positive	2.683	1	5	6	0	
ParlaMint-IS_2022-04-25-68.seg195.3	ParlaMint-IS_2022-04-25-68.u4	s	English	Neutral	neutral positive	2.753	1	20	21	0	
ParlaMint-IS_2022-04-25-68.u5	ParlaMint-IS-en_2022-04-25-68	u	English	-	-	-	10	219	244	5	
ParlaMint-IS_2022-04-25-68.seg196.1	ParlaMint-IS_2022-04-25-68.u5	s	English	Positive	mixed positive	3.977	1	3	4	0	
ParlaMint-IS_2022-04-25-68.seg196.2	ParlaMint-IS_2022-04-25-68.u5	s	English	Negative	mixed negative	0.748	1	16	18	0	
ParlaMint-IS_2022-04-25-68.seg196.3	ParlaMint-IS_2022-04-25-68.u5	s	English	Neutral	neutral negative	2.117	1	37	40	2	
ParlaMint-IS_2022-04-25-68.seg196.4	ParlaMint-IS_2022-04-25-68.u5	s	English	Neutral	neutral negative	2.206	1	62	70	2	
ParlaMint-IS_2022-04-25-68.seg196.5	ParlaMint-IS_2022-04-25-68.u5	s	English	Negative	negative	0.236	1	10	12	0	
ParlaMint-IS_2022-04-25-68.seg196.6	ParlaMint-IS_2022-04-25-68.u5	s	English	Negative	negative	0.169	1	30	34	1	
ParlaMint-IS_2022-04-25-68.seg196.7	ParlaMint-IS_2022-04-25-68.u5	s	English	Neutral	neutral negative	2.032	1	12	13	0	
ParlaMint-IS_2022-04-25-68.seg196.8	ParlaMint-IS_2022-04-25-68.u5	s	English	Neutral	neutral positive	3.076	1	14	15	0	
