ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-IS_2022-05-18.u1	ParlaMint-IS-en_2022-05-18	u	English	-	-	-	1	47	51	4	
ParlaMint-IS_2022-05-18.seg1.1	ParlaMint-IS_2022-05-18.u1	s	English	Neutral	neutral negative	2.051	1	47	51	4	
ParlaMint-IS_2022-05-18.u2	ParlaMint-IS-en_2022-05-18	u	English	-	-	-	10	201	221	9	
ParlaMint-IS_2022-05-18.seg2.1	ParlaMint-IS_2022-05-18.u2	s	English	Positive	mixed positive	3.977	1	3	4	0	
ParlaMint-IS_2022-05-18.seg2.2	ParlaMint-IS_2022-05-18.u2	s	English	Negative	negative	0.292	1	53	59	3	
ParlaMint-IS_2022-05-18.seg2.3	ParlaMint-IS_2022-05-18.u2	s	English	Negative	negative	0.206	1	24	26	1	
ParlaMint-IS_2022-05-18.seg2.4	ParlaMint-IS_2022-05-18.u2	s	English	Neutral	neutral negative	1.886	1	9	10	1	
ParlaMint-IS_2022-05-18.seg2.5	ParlaMint-IS_2022-05-18.u2	s	English	Negative	negative	0.476	1	22	24	1	
ParlaMint-IS_2022-05-18.seg2.6	ParlaMint-IS_2022-05-18.u2	s	English	Neutral	neutral negative	2.421	1	14	15	0	
ParlaMint-IS_2022-05-18.seg2.7	ParlaMint-IS_2022-05-18.u2	s	English	Negative	negative	0.285	1	39	42	2	
ParlaMint-IS_2022-05-18.seg3.1	ParlaMint-IS_2022-05-18.u2	s	English	Neutral	neutral positive	2.871	1	20	21	0	
ParlaMint-IS_2022-05-18.seg3.2	ParlaMint-IS_2022-05-18.u2	s	English	Negative	negative	0.178	1	11	12	1	
ParlaMint-IS_2022-05-18.seg3.3	ParlaMint-IS_2022-05-18.u2	s	English	Neutral	neutral positive	3.090	1	6	8	0	
ParlaMint-IS_2022-05-18.u3	ParlaMint-IS-en_2022-05-18	u	English	-	-	-	1	16	17	0	
ParlaMint-IS_2022-05-18.seg4.1	ParlaMint-IS_2022-05-18.u3	s	English	Neutral	neutral positive	2.734	1	16	17	0	
ParlaMint-IS_2022-05-18.u4	ParlaMint-IS-en_2022-05-18	u	English	-	-	-	5	174	182	5	
