ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-IS_2022-01-27-28.u1	ParlaMint-IS-en_2022-01-27-28	u	English	-	-	-	6	167	184	4	
ParlaMint-IS_2022-01-27-28.seg1.1	ParlaMint-IS_2022-01-27-28.u1	s	English	Positive	mixed positive	3.689	1	3	4	0	
ParlaMint-IS_2022-01-27-28.seg1.2	ParlaMint-IS_2022-01-27-28.u1	s	English	Neutral	neutral negative	1.694	1	31	33	1	
ParlaMint-IS_2022-01-27-28.seg1.3	ParlaMint-IS_2022-01-27-28.u1	s	English	Negative	negative	0.258	1	34	39	2	
ParlaMint-IS_2022-01-27-28.seg1.4	ParlaMint-IS_2022-01-27-28.u1	s	English	Negative	mixed negative	0.682	1	59	65	0	
ParlaMint-IS_2022-01-27-28.seg1.5	ParlaMint-IS_2022-01-27-28.u1	s	English	Neutral	neutral negative	2.380	1	19	21	0	
ParlaMint-IS_2022-01-27-28.seg2.1	ParlaMint-IS_2022-01-27-28.u1	s	English	Negative	mixed negative	0.944	1	21	22	1	
ParlaMint-IS_2022-01-27-28.u2	ParlaMint-IS-en_2022-01-27-28	u	English	-	-	-	5	134	147	3	
ParlaMint-IS_2022-01-27-28.seg3.1	ParlaMint-IS_2022-01-27-28.u2	s	English	Neutral	neutral positive	3.179	1	2	3	0	
ParlaMint-IS_2022-01-27-28.seg3.2	ParlaMint-IS_2022-01-27-28.u2	s	English	Neutral	neutral positive	3.281	1	14	16	2	
ParlaMint-IS_2022-01-27-28.seg3.3	ParlaMint-IS_2022-01-27-28.u2	s	English	Negative	negative	0.120	1	36	40	0	
ParlaMint-IS_2022-01-27-28.seg3.4	ParlaMint-IS_2022-01-27-28.u2	s	English	Negative	negative	0.263	1	26	29	0	
ParlaMint-IS_2022-01-27-28.seg3.5	ParlaMint-IS_2022-01-27-28.u2	s	English	Neutral	neutral positive	3.345	1	56	59	1	
ParlaMint-IS_2022-01-27-28.u3	ParlaMint-IS-en_2022-01-27-28	u	English	-	-	-	9	172	187	4	
ParlaMint-IS_2022-01-27-28.seg4.1	ParlaMint-IS_2022-01-27-28.u3	s	English	Positive	mixed positive	3.977	1	3	4	0	
ParlaMint-IS_2022-01-27-28.seg4.2	ParlaMint-IS_2022-01-27-28.u3	s	English	Positive	positive	4.507	1	22	24	0	
ParlaMint-IS_2022-01-27-28.seg4.3	ParlaMint-IS_2022-01-27-28.u3	s	English	Neutral	neutral positive	3.234	1	15	16	1	
ParlaMint-IS_2022-01-27-28.seg4.4	ParlaMint-IS_2022-01-27-28.u3	s	English	Positive	mixed positive	3.771	1	27	31	0	
ParlaMint-IS_2022-01-27-28.seg4.5	ParlaMint-IS_2022-01-27-28.u3	s	English	Negative	mixed negative	1.249	1	10	12	1	
ParlaMint-IS_2022-01-27-28.seg4.6	ParlaMint-IS_2022-01-27-28.u3	s	English	Negative	negative	0.191	1	30	31	0	
ParlaMint-IS_2022-01-27-28.seg5.1	ParlaMint-IS_2022-01-27-28.u3	s	English	Neutral	neutral negative	1.723	1	38	40	0	
ParlaMint-IS_2022-01-27-28.seg5.2	ParlaMint-IS_2022-01-27-28.u3	s	English	Negative	mixed negative	1.486	1	15	16	1	
ParlaMint-IS_2022-01-27-28.seg5.3	ParlaMint-IS_2022-01-27-28.u3	s	English	Negative	mixed negative	0.984	1	12	13	1	
