ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-IS_2022-01-25-26.u1	ParlaMint-IS-en_2022-01-25-26	u	English	-	-	-	8	105	125	14	
ParlaMint-IS_2022-01-25-26.seg1.1	ParlaMint-IS_2022-01-25-26.u1	s	English	Neutral	neutral positive	2.504	1	22	25	3	
ParlaMint-IS_2022-01-25-26.seg1.2	ParlaMint-IS_2022-01-25-26.u1	s	English	Negative	mixed negative	1.076	1	6	8	0	
ParlaMint-IS_2022-01-25-26.seg1.3	ParlaMint-IS_2022-01-25-26.u1	s	English	Neutral	neutral positive	2.502	1	11	14	2	
ParlaMint-IS_2022-01-25-26.seg1.4	ParlaMint-IS_2022-01-25-26.u1	s	English	Negative	mixed negative	1.221	1	11	13	0	
ParlaMint-IS_2022-01-25-26.seg1.5	ParlaMint-IS_2022-01-25-26.u1	s	English	Neutral	neutral positive	2.836	1	14	17	2	
ParlaMint-IS_2022-01-25-26.seg1.6	ParlaMint-IS_2022-01-25-26.u1	s	English	Neutral	neutral positive	3.123	1	17	21	3	
ParlaMint-IS_2022-01-25-26.seg1.7	ParlaMint-IS_2022-01-25-26.u1	s	English	Neutral	neutral positive	3.459	1	3	5	1	
ParlaMint-IS_2022-01-25-26.seg2.1	ParlaMint-IS_2022-01-25-26.u1	s	English	Positive	mixed positive	4.226	1	21	22	3	
ParlaMint-IS_2022-01-25-26.u2	ParlaMint-IS-en_2022-01-25-26	u	English	-	-	-	5	164	176	9	
ParlaMint-IS_2022-01-25-26.seg3.1	ParlaMint-IS_2022-01-25-26.u2	s	English	Neutral	neutral positive	3.201	1	1	2	0	
ParlaMint-IS_2022-01-25-26.seg3.2	ParlaMint-IS_2022-01-25-26.u2	s	English	Neutral	neutral positive	2.622	1	38	42	2	
ParlaMint-IS_2022-01-25-26.seg3.3	ParlaMint-IS_2022-01-25-26.u2	s	English	Neutral	neutral positive	2.627	1	52	56	3	
ParlaMint-IS_2022-01-25-26.seg3.4	ParlaMint-IS_2022-01-25-26.u2	s	English	Negative	negative	0.059	1	29	31	2	
ParlaMint-IS_2022-01-25-26.seg3.5	ParlaMint-IS_2022-01-25-26.u2	s	English	Neutral	neutral positive	3.305	1	44	45	2	
ParlaMint-IS_2022-01-25-26.u3	ParlaMint-IS-en_2022-01-25-26	u	English	-	-	-	6	134	147	1	
ParlaMint-IS_2022-01-25-26.seg4.1	ParlaMint-IS_2022-01-25-26.u3	s	English	Neutral	neutral positive	3.120	1	2	3	0	
ParlaMint-IS_2022-01-25-26.seg4.2	ParlaMint-IS_2022-01-25-26.u3	s	English	Negative	mixed negative	1.031	1	25	28	0	
ParlaMint-IS_2022-01-25-26.seg4.3	ParlaMint-IS_2022-01-25-26.u3	s	English	Negative	negative	0.474	1	13	14	0	
ParlaMint-IS_2022-01-25-26.seg4.4	ParlaMint-IS_2022-01-25-26.u3	s	English	Neutral	neutral positive	3.190	1	34	36	1	
ParlaMint-IS_2022-01-25-26.seg4.5	ParlaMint-IS_2022-01-25-26.u3	s	English	Neutral	neutral negative	1.726	1	40	44	0	
ParlaMint-IS_2022-01-25-26.seg4.6	ParlaMint-IS_2022-01-25-26.u3	s	English	Neutral	neutral positive	3.182	1	20	22	0	
ParlaMint-IS_2022-01-25-26.u4	ParlaMint-IS-en_2022-01-25-26	u	English	-	-	-	7	130	142	3	
