Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth	Topic
ParlaMint-IS-en_2022-06-14	ParlaMint-IS_2022-06-14.u1	Speeches in the national parliament of Iceland, 24. term, unregistered meeting 14.06.2022.	2022-06-14	Unicameralism	24. kjörtímabil	152. löggjafarþing	Óskráður	-	-	COVID,War	English	Regular	MP	notMinister	-	-	-	-	SigmundurGunnlaugsson	Gunnlaugsson, Sigmundur Davíð	M	1975	Environment
ParlaMint-IS-en_2022-06-14	ParlaMint-IS_2022-06-14.u2	Speeches in the national parliament of Iceland, 24. term, unregistered meeting 14.06.2022.	2022-06-14	Unicameralism	24. kjörtímabil	152. löggjafarþing	Óskráður	-	-	COVID,War	English	Regular	MP	notMinister	-	-	-	-	BjarkeyGunnarsdottir	Gunnarsdóttir, Bjarkey Olsen	F	1965	Macroeconomics
ParlaMint-IS-en_2022-06-14	ParlaMint-IS_2022-06-14.u3	Speeches in the national parliament of Iceland, 24. term, unregistered meeting 14.06.2022.	2022-06-14	Unicameralism	24. kjörtímabil	152. löggjafarþing	Óskráður	-	-	COVID,War	English	Regular	MP	notMinister	-	-	-	-	NjallFridbertsson	Friðbertsson, Njáll Trausti	M	1969	Technology
ParlaMint-IS-en_2022-06-14	ParlaMint-IS_2022-06-14.u4	Speeches in the national parliament of Iceland, 24. term, unregistered meeting 14.06.2022.	2022-06-14	Unicameralism	24. kjörtímabil	152. löggjafarþing	Óskráður	-	-	COVID,War	English	Regular	MP	notMinister	-	-	-	-	GisliOlafsson	Ólafsson, Gísli Rafn	M	1969	Technology
ParlaMint-IS-en_2022-06-14	ParlaMint-IS_2022-06-14.u5	Speeches in the national parliament of Iceland, 24. term, unregistered meeting 14.06.2022.	2022-06-14	Unicameralism	24. kjörtímabil	152. löggjafarþing	Óskráður	-	-	COVID,War	English	Regular	MP	notMinister	-	-	-	-	StefanStefansson1972	Stefánsson, Stefán Vagn	M	1972	Transportation
ParlaMint-IS-en_2022-06-14	ParlaMint-IS_2022-06-14.u6	Speeches in the national parliament of Iceland, 24. term, unregistered meeting 14.06.2022.	2022-06-14	Unicameralism	24. kjörtímabil	152. löggjafarþing	Óskráður	-	-	COVID,War	English	Regular	MP	notMinister	-	-	-	-	GisliOlafsson	Ólafsson, Gísli Rafn	M	1969	Transportation
ParlaMint-IS-en_2022-06-14	ParlaMint-IS_2022-06-14.u7	Speeches in the national parliament of Iceland, 24. term, unregistered meeting 14.06.2022.	2022-06-14	Unicameralism	24. kjörtímabil	152. löggjafarþing	Óskráður	-	-	COVID,War	English	Regular	MP	notMinister	-	-	-	-	HafdisHafsteinsdottir	Hafsteinsdóttir, Hafdís Hrönn	F	1991	Social Welfare
ParlaMint-IS-en_2022-06-14	ParlaMint-IS_2022-06-14.u8	Speeches in the national parliament of Iceland, 24. term, unregistered meeting 14.06.2022.	2022-06-14	Unicameralism	24. kjörtímabil	152. löggjafarþing	Óskráður	-	-	COVID,War	English	Regular	MP	notMinister	-	-	-	-	HafdisHafsteinsdottir	Hafsteinsdóttir, Hafdís Hrönn	F	1991	Housing
ParlaMint-IS-en_2022-06-14	ParlaMint-IS_2022-06-14.u9	Speeches in the national parliament of Iceland, 24. term, unregistered meeting 14.06.2022.	2022-06-14	Unicameralism	24. kjörtímabil	152. löggjafarþing	Óskráður	-	-	COVID,War	English	Regular	MP	notMinister	-	-	-	-	BjarkeyGunnarsdottir	Gunnarsdóttir, Bjarkey Olsen	F	1965	Agriculture
ParlaMint-IS-en_2022-06-14	ParlaMint-IS_2022-06-14.u10	Speeches in the national parliament of Iceland, 24. term, unregistered meeting 14.06.2022.	2022-06-14	Unicameralism	24. kjörtímabil	152. löggjafarþing	Óskráður	-	-	COVID,War	English	Regular	MP	notMinister	-	-	-	-	GisliOlafsson	Ólafsson, Gísli Rafn	M	1969	Agriculture
ParlaMint-IS-en_2022-06-14	ParlaMint-IS_2022-06-14.u11	Speeches in the national parliament of Iceland, 24. term, unregistered meeting 14.06.2022.	2022-06-14	Unicameralism	24. kjörtímabil	152. löggjafarþing	Óskráður	-	-	COVID,War	English	Regular	MP	notMinister	-	-	-	-	BirgirArmannsson	Ármannsson, Birgir	M	1968	Other
ParlaMint-IS-en_2022-06-14	ParlaMint-IS_2022-06-14.u12	Speeches in the national parliament of Iceland, 24. term, unregistered meeting 14.06.2022.	2022-06-14	Unicameralism	24. kjörtímabil	152. löggjafarþing	Óskráður	-	-	COVID,War	English	Regular	MP	notMinister	-	-	-	-	BirgirArmannsson	Ármannsson, Birgir	M	1968	Other
ParlaMint-IS-en_2022-06-14	ParlaMint-IS_2022-06-14.u13	Speeches in the national parliament of Iceland, 24. term, unregistered meeting 14.06.2022.	2022-06-14	Unicameralism	24. kjörtímabil	152. löggjafarþing	Óskráður	-	-	COVID,War	English	Regular	MP	notMinister	-	-	-	-	BirgirArmannsson	Ármannsson, Birgir	M	1968	Other
ParlaMint-IS-en_2022-06-14	ParlaMint-IS_2022-06-14.u14	Speeches in the national parliament of Iceland, 24. term, unregistered meeting 14.06.2022.	2022-06-14	Unicameralism	24. kjörtímabil	152. löggjafarþing	Óskráður	-	-	COVID,War	English	Regular	MP	notMinister	-	-	-	-	BirgirArmannsson	Ármannsson, Birgir	M	1968	Health
ParlaMint-IS-en_2022-06-14	ParlaMint-IS_2022-06-14.u15	Speeches in the national parliament of Iceland, 24. term, unregistered meeting 14.06.2022.	2022-06-14	Unicameralism	24. kjörtímabil	152. löggjafarþing	Óskráður	-	-	COVID,War	English	Regular	MP	notMinister	-	-	-	-	BjornGunnarsson	Gunnarsson, Björn Leví	M	1976	Government Operations
ParlaMint-IS-en_2022-06-14	ParlaMint-IS_2022-06-14.u16	Speeches in the national parliament of Iceland, 24. term, unregistered meeting 14.06.2022.	2022-06-14	Unicameralism	24. kjörtímabil	152. löggjafarþing	Óskráður	-	-	COVID,War	English	Regular	notMP	notMinister	Vg	Vinstrihreyfingin - grænt framboð	Coalition	Centre-left to left	KariGautason	Gautason, Kári	M	1989	International Affairs
ParlaMint-IS-en_2022-06-14	ParlaMint-IS_2022-06-14.u17	Speeches in the national parliament of Iceland, 24. term, unregistered meeting 14.06.2022.	2022-06-14	Unicameralism	24. kjörtímabil	152. löggjafarþing	Óskráður	-	-	COVID,War	English	Regular	MP	notMinister	-	-	-	-	GisliOlafsson	Ólafsson, Gísli Rafn	M	1969	Civil Rights
ParlaMint-IS-en_2022-06-14	ParlaMint-IS_2022-06-14.u18	Speeches in the national parliament of Iceland, 24. term, unregistered meeting 14.06.2022.	2022-06-14	Unicameralism	24. kjörtímabil	152. löggjafarþing	Óskráður	-	-	COVID,War	English	Regular	MP	notMinister	-	-	-	-	StefanStefansson1972	Stefánsson, Stefán Vagn	M	1972	Law and Crime
ParlaMint-IS-en_2022-06-14	ParlaMint-IS_2022-06-14.u19	Speeches in the national parliament of Iceland, 24. term, unregistered meeting 14.06.2022.	2022-06-14	Unicameralism	24. kjörtímabil	152. löggjafarþing	Óskráður	-	-	COVID,War	English	Regular	MP	notMinister	-	-	-	-	ArndisGunnarsdottir	Gunnarsdóttir, Arndís Anna Kristínardóttir	F	1982	Immigration
ParlaMint-IS-en_2022-06-14	ParlaMint-IS_2022-06-14.u20	Speeches in the national parliament of Iceland, 24. term, unregistered meeting 14.06.2022.	2022-06-14	Unicameralism	24. kjörtímabil	152. löggjafarþing	Óskráður	-	-	COVID,War	English	Regular	MP	notMinister	-	-	-	-	AgustGardarsson	Garðarsson, Ágúst Bjarni	M	1987	Housing
ParlaMint-IS-en_2022-06-14	ParlaMint-IS_2022-06-14.u21	Speeches in the national parliament of Iceland, 24. term, unregistered meeting 14.06.2022.	2022-06-14	Unicameralism	24. kjörtímabil	152. löggjafarþing	Óskráður	-	-	COVID,War	English	Regular	notMP	notMinister	Sf	Samfylking	-	Centre-left	RosaBrynjolfsdottir	Brynjólfsdóttir, Rósa Björk	F	1975	International Affairs
ParlaMint-IS-en_2022-06-14	ParlaMint-IS_2022-06-14.u22	Speeches in the national parliament of Iceland, 24. term, unregistered meeting 14.06.2022.	2022-06-14	Unicameralism	24. kjörtímabil	152. löggjafarþing	Óskráður	-	-	COVID,War	English	Regular	notMP	notMinister	Flf	Flokkur fólksins	-	Centre-left	SvanbergHreinsson	Hreinsson, Svanberg	M	1965	Macroeconomics
ParlaMint-IS-en_2022-06-14	ParlaMint-IS_2022-06-14.u23	Speeches in the national parliament of Iceland, 24. term, unregistered meeting 14.06.2022.	2022-06-14	Unicameralism	24. kjörtímabil	152. löggjafarþing	Óskráður	-	-	COVID,War	English	Regular	MP	notMinister	-	-	-	-	JohannJohannsson	Jóhannsson, Jóhann Páll	M	1992	Labor
ParlaMint-IS-en_2022-06-14	ParlaMint-IS_2022-06-14.u24	Speeches in the national parliament of Iceland, 24. term, unregistered meeting 14.06.2022.	2022-06-14	Unicameralism	24. kjörtímabil	152. löggjafarþing	Óskráður	-	-	COVID,War	English	Regular	MP	notMinister	-	-	-	-	BjarkeyGunnarsdottir	Gunnarsdóttir, Bjarkey Olsen	F	1965	Health
ParlaMint-IS-en_2022-06-14	ParlaMint-IS_2022-06-14.u25	Speeches in the national parliament of Iceland, 24. term, unregistered meeting 14.06.2022.	2022-06-14	Unicameralism	24. kjörtímabil	152. löggjafarþing	Óskráður	-	-	COVID,War	English	Regular	MP	notMinister	-	-	-	-	DiljaEinarsdottir	Einarsdóttir, Diljá Mist	F	1987	Macroeconomics
ParlaMint-IS-en_2022-06-14	ParlaMint-IS_2022-06-14.u26	Speeches in the national parliament of Iceland, 24. term, unregistered meeting 14.06.2022.	2022-06-14	Unicameralism	24. kjörtímabil	152. löggjafarþing	Óskráður	-	-	COVID,War	English	Regular	MP	notMinister	-	-	-	-	BryndisHaraldsdottir	Haraldsdóttir, Bryndís	F	1976	International Affairs
ParlaMint-IS-en_2022-06-14	ParlaMint-IS_2022-06-14.u27	Speeches in the national parliament of Iceland, 24. term, unregistered meeting 14.06.2022.	2022-06-14	Unicameralism	24. kjörtímabil	152. löggjafarþing	Óskráður	-	-	COVID,War	English	Regular	notMP	notMinister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	SigridurSigurdardottir	Sigurðardóttir, Sigríður Elín	F	2000	Health
ParlaMint-IS-en_2022-06-14	ParlaMint-IS_2022-06-14.u28	Speeches in the national parliament of Iceland, 24. term, unregistered meeting 14.06.2022.	2022-06-14	Unicameralism	24. kjörtímabil	152. löggjafarþing	Óskráður	-	-	COVID,War	English	Regular	MP	notMinister	-	-	-	-	THorgerdurGunnarsdottir	Gunnarsdóttir, Þorgerður K.	F	1965	Domestic Commerce
ParlaMint-IS-en_2022-06-14	ParlaMint-IS_2022-06-14.u29	Speeches in the national parliament of Iceland, 24. term, unregistered meeting 14.06.2022.	2022-06-14	Unicameralism	24. kjörtímabil	152. löggjafarþing	Óskráður	-	-	COVID,War	English	Regular	MP	notMinister	-	-	-	-	BergthorOlason	Ólason, Bergþór	M	1975	Mix
