ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-IS_2022-04-06-63.u1	ParlaMint-IS-en_2022-04-06-63	u	English	-	-	-	1	56	63	3	
ParlaMint-IS_2022-04-06-63.seg186.1	ParlaMint-IS_2022-04-06-63.u1	s	English	Neutral	neutral negative	1.871	1	56	63	3	
ParlaMint-IS_2022-04-06-63.u2	ParlaMint-IS-en_2022-04-06-63	u	English	-	-	-	1	30	33	1	
ParlaMint-IS_2022-04-06-63.seg187.1	ParlaMint-IS_2022-04-06-63.u2	s	English	Neutral	neutral positive	2.666	1	30	33	1	
ParlaMint-IS_2022-04-06-63.u3	ParlaMint-IS-en_2022-04-06-63	u	English	-	-	-	10	259	285	9	
ParlaMint-IS_2022-04-06-63.seg188.1	ParlaMint-IS_2022-04-06-63.u3	s	English	Positive	mixed positive	3.977	1	3	4	0	
ParlaMint-IS_2022-04-06-63.seg188.2	ParlaMint-IS_2022-04-06-63.u3	s	English	Positive	positive	4.571	1	8	10	0	
ParlaMint-IS_2022-04-06-63.seg188.3	ParlaMint-IS_2022-04-06-63.u3	s	English	Positive	mixed positive	3.687	1	57	60	3	
ParlaMint-IS_2022-04-06-63.seg188.4	ParlaMint-IS_2022-04-06-63.u3	s	English	Positive	positive	4.673	1	46	52	1	
ParlaMint-IS_2022-04-06-63.seg188.5	ParlaMint-IS_2022-04-06-63.u3	s	English	Positive	mixed positive	4.012	1	37	42	3	
ParlaMint-IS_2022-04-06-63.seg188.6	ParlaMint-IS_2022-04-06-63.u3	s	English	Neutral	neutral positive	2.637	1	28	31	2	
ParlaMint-IS_2022-04-06-63.seg188.7	ParlaMint-IS_2022-04-06-63.u3	s	English	Neutral	neutral positive	3.162	1	12	13	0	
ParlaMint-IS_2022-04-06-63.seg188.8	ParlaMint-IS_2022-04-06-63.u3	s	English	Neutral	neutral positive	2.580	1	16	17	0	
