ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-IS_2022-03-22-54.u1	ParlaMint-IS-en_2022-03-22-54	u	English	-	-	-	4	143	174	8	
ParlaMint-IS_2022-03-22-54.seg317.1	ParlaMint-IS_2022-03-22-54.u1	s	English	Negative	mixed negative	0.945	1	33	39	5	
ParlaMint-IS_2022-03-22-54.seg317.2	ParlaMint-IS_2022-03-22-54.u1	s	English	Neutral	neutral negative	2.249	1	26	32	2	
ParlaMint-IS_2022-03-22-54.seg318.1	ParlaMint-IS_2022-03-22-54.u1	s	English	Neutral	neutral positive	2.667	1	63	80	1	
ParlaMint-IS_2022-03-22-54.seg318.2	ParlaMint-IS_2022-03-22-54.u1	s	English	Neutral	neutral negative	2.408	1	21	23	0	
ParlaMint-IS_2022-03-22-54.u2	ParlaMint-IS-en_2022-03-22-54	u	English	-	-	-	2	28	31	1	
ParlaMint-IS_2022-03-22-54.seg319.1	ParlaMint-IS_2022-03-22-54.u2	s	English	Neutral	neutral positive	3.366	1	2	3	0	
ParlaMint-IS_2022-03-22-54.seg319.2	ParlaMint-IS_2022-03-22-54.u2	s	English	Neutral	neutral positive	3.164	1	26	28	1	
ParlaMint-IS_2022-03-22-54.u3	ParlaMint-IS-en_2022-03-22-54	u	English	-	-	-	2	48	51	5	
ParlaMint-IS_2022-03-22-54.seg320.1	ParlaMint-IS_2022-03-22-54.u3	s	English	Positive	mixed positive	3.553	1	26	27	2	
ParlaMint-IS_2022-03-22-54.seg320.2	ParlaMint-IS_2022-03-22-54.u3	s	English	Negative	mixed negative	0.504	1	22	24	3	
ParlaMint-IS_2022-03-22-54.u4	ParlaMint-IS-en_2022-03-22-54	u	English	-	-	-	1	18	19	3	
ParlaMint-IS_2022-03-22-54.seg321.1	ParlaMint-IS_2022-03-22-54.u4	s	English	Positive	mixed positive	4.398	1	18	19	3	
ParlaMint-IS_2022-03-22-54.u5	ParlaMint-IS-en_2022-03-22-54	u	English	-	-	-	9	159	176	2	
ParlaMint-IS_2022-03-22-54.seg322.1	ParlaMint-IS_2022-03-22-54.u5	s	English	Positive	mixed positive	3.689	1	3	4	0	
ParlaMint-IS_2022-03-22-54.seg322.2	ParlaMint-IS_2022-03-22-54.u5	s	English	Negative	mixed negative	1.188	1	24	25	0	
