ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-IS_2022-04-28.u1	ParlaMint-IS-en_2022-04-28	u	English	-	-	-	19	499	551	25	
ParlaMint-IS_2022-04-28.seg1.1	ParlaMint-IS_2022-04-28.u1	s	English	Neutral	neutral positive	3.179	1	2	3	0	
ParlaMint-IS_2022-04-28.seg1.2	ParlaMint-IS_2022-04-28.u1	s	English	Negative	mixed negative	1.359	1	25	27	1	
ParlaMint-IS_2022-04-28.seg1.3	ParlaMint-IS_2022-04-28.u1	s	English	Positive	mixed positive	3.915	1	57	60	1	
ParlaMint-IS_2022-04-28.seg1.4	ParlaMint-IS_2022-04-28.u1	s	English	Negative	mixed negative	0.898	1	24	25	0	
ParlaMint-IS_2022-04-28.seg1.5	ParlaMint-IS_2022-04-28.u1	s	English	Neutral	neutral negative	1.633	1	41	44	3	
ParlaMint-IS_2022-04-28.seg1.6	ParlaMint-IS_2022-04-28.u1	s	English	Negative	negative	0.271	1	7	10	0	
ParlaMint-IS_2022-04-28.seg1.7	ParlaMint-IS_2022-04-28.u1	s	English	Negative	mixed negative	0.574	1	21	23	0	
ParlaMint-IS_2022-04-28.seg1.8	ParlaMint-IS_2022-04-28.u1	s	English	Neutral	neutral positive	2.917	1	29	30	4	
ParlaMint-IS_2022-04-28.seg1.9	ParlaMint-IS_2022-04-28.u1	s	English	Neutral	neutral negative	2.044	1	30	35	2	
ParlaMint-IS_2022-04-28.seg1.10	ParlaMint-IS_2022-04-28.u1	s	English	Neutral	neutral negative	2.496	1	25	27	2	
ParlaMint-IS_2022-04-28.seg1.11	ParlaMint-IS_2022-04-28.u1	s	English	Negative	negative	0.363	1	38	45	5	
ParlaMint-IS_2022-04-28.seg1.12	ParlaMint-IS_2022-04-28.u1	s	English	Neutral	neutral positive	3.495	1	15	16	0	
ParlaMint-IS_2022-04-28.seg1.13	ParlaMint-IS_2022-04-28.u1	s	English	Neutral	neutral positive	2.695	1	13	15	0	
ParlaMint-IS_2022-04-28.seg1.14	ParlaMint-IS_2022-04-28.u1	s	English	Neutral	neutral positive	2.809	1	45	47	3	
ParlaMint-IS_2022-04-28.seg1.15	ParlaMint-IS_2022-04-28.u1	s	English	Negative	mixed negative	0.698	1	14	16	0	
ParlaMint-IS_2022-04-28.seg1.16	ParlaMint-IS_2022-04-28.u1	s	English	Neutral	neutral negative	2.459	1	51	57	1	
ParlaMint-IS_2022-04-28.seg1.17	ParlaMint-IS_2022-04-28.u1	s	English	Neutral	neutral positive	3.147	1	37	42	3	
