ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-IS_2022-06-08.u1	ParlaMint-IS-en_2022-06-08	u	English	-	-	-	4	125	146	13	
ParlaMint-IS_2022-06-08.seg1.1	ParlaMint-IS_2022-06-08.u1	s	English	Negative	mixed negative	0.871	1	31	36	4	
ParlaMint-IS_2022-06-08.seg1.2	ParlaMint-IS_2022-06-08.u1	s	English	Neutral	neutral negative	2.361	1	47	53	4	
ParlaMint-IS_2022-06-08.seg2.1	ParlaMint-IS_2022-06-08.u1	s	English	Negative	mixed negative	1.032	1	18	22	2	
ParlaMint-IS_2022-06-08.seg2.2	ParlaMint-IS_2022-06-08.u1	s	English	Neutral	neutral negative	2.286	1	29	35	3	
ParlaMint-IS_2022-06-08.u2	ParlaMint-IS-en_2022-06-08	u	English	-	-	-	2	93	115	4	
ParlaMint-IS_2022-06-08.seg3.1	ParlaMint-IS_2022-06-08.u2	s	English	Neutral	neutral positive	2.660	1	72	92	4	
ParlaMint-IS_2022-06-08.seg3.2	ParlaMint-IS_2022-06-08.u2	s	English	Neutral	neutral negative	2.394	1	21	23	0	
ParlaMint-IS_2022-06-08.u3	ParlaMint-IS-en_2022-06-08	u	English	-	-	-	3	87	91	9	
ParlaMint-IS_2022-06-08.seg4.1	ParlaMint-IS_2022-06-08.u3	s	English	Neutral	neutral positive	3.120	1	2	3	0	
ParlaMint-IS_2022-06-08.seg4.2	ParlaMint-IS_2022-06-08.u3	s	English	Neutral	neutral positive	2.682	1	53	55	7	
ParlaMint-IS_2022-06-08.seg4.3	ParlaMint-IS_2022-06-08.u3	s	English	Positive	mixed positive	3.649	1	32	33	2	
ParlaMint-IS_2022-06-08.u4	ParlaMint-IS-en_2022-06-08	u	English	-	-	-	3	71	76	11	
ParlaMint-IS_2022-06-08.seg5.1	ParlaMint-IS_2022-06-08.u4	s	English	Positive	mixed positive	3.703	1	29	31	4	
ParlaMint-IS_2022-06-08.seg6.1	ParlaMint-IS_2022-06-08.u4	s	English	Negative	mixed negative	1.026	1	23	24	4	
ParlaMint-IS_2022-06-08.seg7.1	ParlaMint-IS_2022-06-08.u4	s	English	Neutral	neutral positive	3.175	1	19	21	3	
ParlaMint-IS_2022-06-08.u5	ParlaMint-IS-en_2022-06-08	u	English	-	-	-	1	22	23	4	
ParlaMint-IS_2022-06-08.seg8.1	ParlaMint-IS_2022-06-08.u5	s	English	Positive	mixed positive	4.298	1	22	23	4	
ParlaMint-IS_2022-06-08.u6	ParlaMint-IS-en_2022-06-08	u	English	-	-	-	19	326	414	35	
ParlaMint-IS_2022-06-08.seg9.1	ParlaMint-IS_2022-06-08.u6	s	English	Neutral	neutral negative	2.398	1	19	22	1	
ParlaMint-IS_2022-06-08.seg10.1	ParlaMint-IS_2022-06-08.u6	s	English	Neutral	neutral positive	2.551	1	23	25	0	
ParlaMint-IS_2022-06-08.seg10.2	ParlaMint-IS_2022-06-08.u6	s	English	Neutral	neutral positive	2.611	1	38	47	6	
ParlaMint-IS_2022-06-08.seg11.1	ParlaMint-IS_2022-06-08.u6	s	English	Neutral	neutral positive	3.203	1	7	8	0	
ParlaMint-IS_2022-06-08.seg12.1	ParlaMint-IS_2022-06-08.u6	s	English	Neutral	neutral positive	2.939	1	26	35	4	
