ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-IS_2022-05-17.u1	ParlaMint-IS-en_2022-05-17	u	English	-	-	-	8	153	171	2	
ParlaMint-IS_2022-05-17.seg1.1	ParlaMint-IS_2022-05-17.u1	s	English	Positive	mixed positive	3.977	1	3	4	0	
ParlaMint-IS_2022-05-17.seg1.2	ParlaMint-IS_2022-05-17.u1	s	English	Positive	positive	4.924	1	8	11	1	
ParlaMint-IS_2022-05-17.seg1.3	ParlaMint-IS_2022-05-17.u1	s	English	Negative	negative	0.262	1	23	27	0	
ParlaMint-IS_2022-05-17.seg1.4	ParlaMint-IS_2022-05-17.u1	s	English	Negative	negative	0.339	1	37	40	0	
ParlaMint-IS_2022-05-17.seg1.5	ParlaMint-IS_2022-05-17.u1	s	English	Neutral	neutral negative	2.020	1	21	22	0	
ParlaMint-IS_2022-05-17.seg1.6	ParlaMint-IS_2022-05-17.u1	s	English	Negative	mixed negative	1.160	1	5	6	0	
ParlaMint-IS_2022-05-17.seg1.7	ParlaMint-IS_2022-05-17.u1	s	English	Negative	negative	0.180	1	39	41	0	
ParlaMint-IS_2022-05-17.seg1.8	ParlaMint-IS_2022-05-17.u1	s	English	Positive	positive	4.972	1	17	20	1	
ParlaMint-IS_2022-05-17.u2	ParlaMint-IS-en_2022-05-17	u	English	-	-	-	11	275	306	2	
ParlaMint-IS_2022-05-17.seg2.1	ParlaMint-IS_2022-05-17.u2	s	English	Positive	mixed positive	3.689	1	3	4	0	
ParlaMint-IS_2022-05-17.seg2.2	ParlaMint-IS_2022-05-17.u2	s	English	Positive	positive	4.579	1	7	9	0	
ParlaMint-IS_2022-05-17.seg2.3	ParlaMint-IS_2022-05-17.u2	s	English	Negative	negative	0.240	1	33	36	0	
ParlaMint-IS_2022-05-17.seg2.4	ParlaMint-IS_2022-05-17.u2	s	English	Neutral	neutral negative	1.953	1	45	50	0	
ParlaMint-IS_2022-05-17.seg2.5	ParlaMint-IS_2022-05-17.u2	s	English	Negative	mixed negative	0.934	1	27	29	0	
ParlaMint-IS_2022-05-17.seg3.1	ParlaMint-IS_2022-05-17.u2	s	English	Negative	negative	0.141	1	26	27	0	
ParlaMint-IS_2022-05-17.seg3.2	ParlaMint-IS_2022-05-17.u2	s	English	Neutral	neutral positive	3.074	1	11	13	0	
ParlaMint-IS_2022-05-17.seg3.3	ParlaMint-IS_2022-05-17.u2	s	English	Negative	mixed negative	1.074	1	24	27	1	
ParlaMint-IS_2022-05-17.seg3.4	ParlaMint-IS_2022-05-17.u2	s	English	Neutral	neutral negative	2.410	1	23	25	1	
ParlaMint-IS_2022-05-17.seg3.5	ParlaMint-IS_2022-05-17.u2	s	English	Negative	mixed negative	0.555	1	46	50	0	
ParlaMint-IS_2022-05-17.seg4.1	ParlaMint-IS_2022-05-17.u2	s	English	Neutral	neutral negative	1.939	1	30	36	0	
ParlaMint-IS_2022-05-17.u3	ParlaMint-IS-en_2022-05-17	u	English	-	-	-	5	80	89	0	
ParlaMint-IS_2022-05-17.seg5.1	ParlaMint-IS_2022-05-17.u3	s	English	Positive	mixed positive	3.977	1	3	4	0	
ParlaMint-IS_2022-05-17.seg5.2	ParlaMint-IS_2022-05-17.u3	s	English	Negative	negative	0.391	1	27	29	0	
ParlaMint-IS_2022-05-17.seg5.3	ParlaMint-IS_2022-05-17.u3	s	English	Negative	mixed negative	0.775	1	9	10	0	
ParlaMint-IS_2022-05-17.seg5.4	ParlaMint-IS_2022-05-17.u3	s	English	Negative	negative	0.155	1	35	39	0	
