ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-DK_20220506100031	ParlaMint-DK-en_2022-05-06-20211-M105	u	English	-	-	-	5	92	106	10	
ParlaMint-DK_20220506100031.seg1.1	ParlaMint-DK_20220506100031	s	English	Positive	mixed positive	3.826	1	4	5	0	
ParlaMint-DK_20220506100031.seg1.2	ParlaMint-DK_20220506100031	s	English	Neutral	neutral positive	2.617	1	44	49	6	
ParlaMint-DK_20220506100031.seg1.3	ParlaMint-DK_20220506100031	s	English	Positive	mixed positive	3.774	1	6	7	0	
ParlaMint-DK_20220506100031.seg1.4	ParlaMint-DK_20220506100031	s	English	Negative	mixed negative	1.381	1	32	38	4	
ParlaMint-DK_20220506100031.seg1.5	ParlaMint-DK_20220506100031	s	English	Neutral	neutral negative	2.380	1	6	7	0	
ParlaMint-DK_20220506100107	ParlaMint-DK-en_2022-05-06-20211-M105	u	English	-	-	-	2	27	32	3	
ParlaMint-DK_20220506100107.seg2.1	ParlaMint-DK_20220506100107	s	English	Neutral	neutral positive	2.846	1	24	28	3	
ParlaMint-DK_20220506100107.seg2.2	ParlaMint-DK_20220506100107	s	English	Positive	mixed positive	3.960	1	3	4	0	
ParlaMint-DK_20220506100121	ParlaMint-DK-en_2022-05-06-20211-M105	u	English	-	-	-	24	657	729	5	
ParlaMint-DK_20220506100121.seg3.1	ParlaMint-DK_20220506100121	s	English	Positive	mixed positive	4.234	1	2	3	0	
ParlaMint-DK_20220506100121.seg3.2	ParlaMint-DK_20220506100121	s	English	Positive	mixed positive	4.032	1	40	44	0	
ParlaMint-DK_20220506100121.seg3.3	ParlaMint-DK_20220506100121	s	English	Positive	positive	4.783	1	41	44	0	
ParlaMint-DK_20220506100121.seg3.4	ParlaMint-DK_20220506100121	s	English	Positive	mixed positive	3.548	1	52	58	2	
ParlaMint-DK_20220506100121.seg3.5	ParlaMint-DK_20220506100121	s	English	Neutral	neutral positive	2.892	1	16	18	0	
ParlaMint-DK_20220506100121.seg3.6	ParlaMint-DK_20220506100121	s	English	Neutral	neutral positive	3.047	1	28	29	2	
ParlaMint-DK_20220506100121.seg3.7	ParlaMint-DK_20220506100121	s	English	Positive	mixed positive	4.339	1	54	60	0	
ParlaMint-DK_20220506100121.seg3.8	ParlaMint-DK_20220506100121	s	English	Negative	negative	0.033	1	44	48	0	
ParlaMint-DK_20220506100121.seg3.9	ParlaMint-DK_20220506100121	s	English	Negative	mixed negative	0.860	1	12	13	0	
ParlaMint-DK_20220506100121.seg3.10	ParlaMint-DK_20220506100121	s	English	Negative	mixed negative	0.727	1	5	6	0	
ParlaMint-DK_20220506100121.seg3.11	ParlaMint-DK_20220506100121	s	English	Positive	mixed positive	4.146	1	77	84	0	
