ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-DK_20220520100002	ParlaMint-DK-en_2022-05-20-20211-M114	u	English	-	-	-	2	45	50	0	
ParlaMint-DK_20220520100002.seg1.1	ParlaMint-DK_20220520100002	s	English	Positive	mixed positive	3.826	1	4	5	0	
ParlaMint-DK_20220520100002.seg1.2	ParlaMint-DK_20220520100002	s	English	Neutral	neutral negative	1.943	1	41	45	0	
ParlaMint-DK_20220520100049	ParlaMint-DK-en_2022-05-20-20211-M114	u	English	-	-	-	3	44	51	2	
ParlaMint-DK_20220520100049.seg2.1	ParlaMint-DK_20220520100049	s	English	Neutral	neutral negative	2.241	1	20	21	0	
ParlaMint-DK_20220520100049.seg2.2	ParlaMint-DK_20220520100049	s	English	Neutral	neutral positive	2.898	1	21	26	2	
ParlaMint-DK_20220520100049.seg2.3	ParlaMint-DK_20220520100049	s	English	Positive	mixed positive	3.960	1	3	4	0	
ParlaMint-DK_20220520100111	ParlaMint-DK-en_2022-05-20-20211-M114	u	English	-	-	-	9	128	150	3	
ParlaMint-DK_20220520100111.seg3.1	ParlaMint-DK_20220520100111	s	English	Positive	mixed positive	4.074	1	5	7	0	
ParlaMint-DK_20220520100111.seg3.2	ParlaMint-DK_20220520100111	s	English	Neutral	neutral positive	3.011	1	16	20	0	
ParlaMint-DK_20220520100111.seg3.3	ParlaMint-DK_20220520100111	s	English	Neutral	neutral positive	3.451	1	24	28	1	
ParlaMint-DK_20220520100111.seg3.4	ParlaMint-DK_20220520100111	s	English	Neutral	neutral positive	3.187	1	23	26	1	
ParlaMint-DK_20220520100111.seg3.5	ParlaMint-DK_20220520100111	s	English	Positive	positive	5.216	1	9	11	0	
ParlaMint-DK_20220520100111.seg3.6	ParlaMint-DK_20220520100111	s	English	Positive	positive	4.934	1	24	25	0	
ParlaMint-DK_20220520100111.seg3.7	ParlaMint-DK_20220520100111	s	English	Positive	mixed positive	4.336	1	21	25	1	
