ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-DK_20220408100015	ParlaMint-DK-en_2022-04-08-20211-M90	u	English	-	-	-	12	485	540	35	
ParlaMint-DK_20220408100015.seg1.1	ParlaMint-DK_20220408100015	s	English	Positive	mixed positive	3.826	1	4	5	0	
ParlaMint-DK_20220408100015.seg1.2	ParlaMint-DK_20220408100015	s	English	Neutral	neutral negative	2.268	1	181	201	12	
ParlaMint-DK_20220408100015.seg1.3	ParlaMint-DK_20220408100015	s	English	Neutral	neutral positive	2.571	1	8	12	0	
ParlaMint-DK_20220408100015.seg1.4	ParlaMint-DK_20220408100015	s	English	Neutral	neutral negative	2.415	1	74	83	5	
ParlaMint-DK_20220408100015.seg1.5	ParlaMint-DK_20220408100015	s	English	Neutral	neutral positive	2.931	1	10	11	1	
ParlaMint-DK_20220408100015.seg1.6	ParlaMint-DK_20220408100015	s	English	Neutral	neutral positive	3.375	1	1	2	0	
ParlaMint-DK_20220408100015.seg1.7	ParlaMint-DK_20220408100015	s	English	Neutral	neutral negative	1.883	1	80	84	8	
ParlaMint-DK_20220408100015.seg1.8	ParlaMint-DK_20220408100015	s	English	Neutral	neutral positive	2.931	1	10	11	1	
ParlaMint-DK_20220408100015.seg1.9	ParlaMint-DK_20220408100015	s	English	Neutral	neutral positive	2.524	1	104	116	6	
ParlaMint-DK_20220408100015.seg1.10	ParlaMint-DK_20220408100015	s	English	Neutral	neutral positive	2.931	1	10	11	1	
ParlaMint-DK_20220408100015.seg1.11	ParlaMint-DK_20220408100015	s	English	Neutral	neutral positive	3.375	1	1	2	0	
ParlaMint-DK_20220408100015.seg1.12	ParlaMint-DK_20220408100015	s	English	Positive	mixed positive	3.517	1	2	2	1	
ParlaMint-DK_20220408100134	ParlaMint-DK-en_2022-04-08-20211-M90	u	English	-	-	-	3	32	36	2	
ParlaMint-DK_20220408100134.seg2.1	ParlaMint-DK_20220408100134	s	English	Neutral	neutral negative	2.195	1	20	21	0	
ParlaMint-DK_20220408100134.seg2.2	ParlaMint-DK_20220408100134	s	English	Neutral	neutral positive	3.087	1	9	11	2	
ParlaMint-DK_20220408100134.seg2.3	ParlaMint-DK_20220408100134	s	English	Positive	mixed positive	3.960	1	3	4	0	
ParlaMint-DK_20220408100159	ParlaMint-DK-en_2022-04-08-20211-M90	u	English	-	-	-	14	528	577	36	
ParlaMint-DK_20220408100159.seg3.1	ParlaMint-DK_20220408100159	s	English	Negative	mixed negative	1.315	1	70	76	3	
ParlaMint-DK_20220408100159.seg3.2	ParlaMint-DK_20220408100159	s	English	Positive	positive	4.804	1	42	43	1	
ParlaMint-DK_20220408100159.seg3.3	ParlaMint-DK_20220408100159	s	English	Neutral	neutral positive	3.436	1	13	15	0	
ParlaMint-DK_20220408100159.seg3.4	ParlaMint-DK_20220408100159	s	English	Neutral	neutral negative	1.852	1	38	40	3	
ParlaMint-DK_20220408100159.seg3.5	ParlaMint-DK_20220408100159	s	English	Negative	mixed negative	0.977	1	51	58	7	
ParlaMint-DK_20220408100159.seg3.6	ParlaMint-DK_20220408100159	s	English	Negative	mixed negative	1.225	1	43	48	4	
ParlaMint-DK_20220408100159.seg3.7	ParlaMint-DK_20220408100159	s	English	Negative	negative	0.221	1	64	71	6	
ParlaMint-DK_20220408100159.seg3.8	ParlaMint-DK_20220408100159	s	English	Neutral	neutral positive	2.888	1	92	98	5	
ParlaMint-DK_20220408100159.seg3.9	ParlaMint-DK_20220408100159	s	English	Negative	mixed negative	1.009	1	19	21	3	
ParlaMint-DK_20220408100159.seg3.10	ParlaMint-DK_20220408100159	s	English	Neutral	neutral negative	2.134	1	14	16	2	
ParlaMint-DK_20220408100159.seg3.11	ParlaMint-DK_20220408100159	s	English	Negative	mixed negative	0.969	1	12	14	0	
ParlaMint-DK_20220408100159.seg3.12	ParlaMint-DK_20220408100159	s	English	Negative	negative	0.223	1	20	22	0	
ParlaMint-DK_20220408100159.seg3.13	ParlaMint-DK_20220408100159	s	English	Neutral	neutral positive	3.265	1	47	50	2	
ParlaMint-DK_20220408100159.seg3.14	ParlaMint-DK_20220408100159	s	English	Positive	mixed positive	4.392	1	3	5	0	
ParlaMint-DK_20220408100457	ParlaMint-DK-en_2022-04-08-20211-M90	u	English	-	-	-	3	13	16	0	
ParlaMint-DK_20220408100457.seg4.1	ParlaMint-DK_20220408100457	s	English	Positive	mixed positive	4.234	1	2	3	0	
ParlaMint-DK_20220408100457.seg4.2	ParlaMint-DK_20220408100457	s	English	Neutral	neutral positive	3.360	1	8	9	0	
ParlaMint-DK_20220408100457.seg4.3	ParlaMint-DK_20220408100457	s	English	Positive	mixed positive	3.960	1	3	4	0	
ParlaMint-DK_20220408100508	ParlaMint-DK-en_2022-04-08-20211-M90	u	English	-	-	-	37	630	704	52	
ParlaMint-DK_20220408100508.seg5.1	ParlaMint-DK_20220408100508	s	English	Positive	mixed positive	4.234	1	2	3	0	
ParlaMint-DK_20220408100508.seg5.2	ParlaMint-DK_20220408100508	s	English	Positive	mixed positive	4.113	1	19	20	1	
ParlaMint-DK_20220408100508.seg5.3	ParlaMint-DK_20220408100508	s	English	Neutral	neutral positive	3.216	1	10	11	0	
ParlaMint-DK_20220408100508.seg5.4	ParlaMint-DK_20220408100508	s	English	Negative	negative	0.012	1	5	6	1	
ParlaMint-DK_20220408100508.seg5.5	ParlaMint-DK_20220408100508	s	English	Positive	mixed positive	4.088	1	11	12	0	
ParlaMint-DK_20220408100508.seg5.6	ParlaMint-DK_20220408100508	s	English	Negative	negative	0.139	1	6	7	0	
ParlaMint-DK_20220408100508.seg5.7	ParlaMint-DK_20220408100508	s	English	Negative	negative	0.149	1	30	33	3	
ParlaMint-DK_20220408100508.seg5.8	ParlaMint-DK_20220408100508	s	English	Negative	mixed negative	1.401	1	22	23	4	
ParlaMint-DK_20220408100508.seg5.9	ParlaMint-DK_20220408100508	s	English	Neutral	neutral positive	2.859	1	6	7	0	
ParlaMint-DK_20220408100508.seg5.10	ParlaMint-DK_20220408100508	s	English	Negative	negative	0.301	1	20	23	1	
ParlaMint-DK_20220408100508.seg5.11	ParlaMint-DK_20220408100508	s	English	Positive	positive	5.042	1	30	33	4	
