ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-DK_20220210100002	ParlaMint-DK-en_2022-02-10-20211-M60	u	English	-	-	-	11	229	273	17	
ParlaMint-DK_20220210100002.seg1.1	ParlaMint-DK_20220210100002	s	English	Positive	mixed positive	3.826	1	4	5	0	
ParlaMint-DK_20220210100002.seg1.2	ParlaMint-DK_20220210100002	s	English	Neutral	neutral negative	2.318	1	28	35	5	
ParlaMint-DK_20220210100002.seg1.3	ParlaMint-DK_20220210100002	s	English	Neutral	neutral negative	2.248	1	33	40	3	
ParlaMint-DK_20220210100002.seg1.4	ParlaMint-DK_20220210100002	s	English	Neutral	neutral positive	2.616	1	19	24	4	
ParlaMint-DK_20220210100002.seg1.5	ParlaMint-DK_20220210100002	s	English	Neutral	neutral positive	2.721	1	5	8	1	
ParlaMint-DK_20220210100002.seg1.6	ParlaMint-DK_20220210100002	s	English	Neutral	neutral positive	2.642	1	58	66	0	
ParlaMint-DK_20220210100002.seg1.7	ParlaMint-DK_20220210100002	s	English	Neutral	neutral positive	2.927	1	5	8	2	
ParlaMint-DK_20220210100002.seg1.8	ParlaMint-DK_20220210100002	s	English	Neutral	neutral negative	2.109	1	22	26	1	
ParlaMint-DK_20220210100002.seg1.9	ParlaMint-DK_20220210100002	s	English	Neutral	neutral negative	2.448	1	10	13	0	
ParlaMint-DK_20220210100002.seg1.10	ParlaMint-DK_20220210100002	s	English	Neutral	neutral positive	2.538	1	39	42	1	
ParlaMint-DK_20220210100002.seg1.11	ParlaMint-DK_20220210100002	s	English	Neutral	neutral positive	2.688	1	6	6	0	
ParlaMint-DK_20220210100126	ParlaMint-DK-en_2022-02-10-20211-M60	u	English	-	-	-	8	129	174	18	
ParlaMint-DK_20220210100126.seg2.1	ParlaMint-DK_20220210100126	s	English	Neutral	neutral positive	2.913	1	17	18	0	
ParlaMint-DK_20220210100126.seg2.2	ParlaMint-DK_20220210100126	s	English	Neutral	neutral positive	3.347	1	4	5	0	
ParlaMint-DK_20220210100126.seg2.3	ParlaMint-DK_20220210100126	s	English	Neutral	neutral positive	2.563	1	36	51	8	
ParlaMint-DK_20220210100126.seg2.4	ParlaMint-DK_20220210100126	s	English	Neutral	neutral positive	2.751	1	4	5	0	
ParlaMint-DK_20220210100126.seg2.5	ParlaMint-DK_20220210100126	s	English	Neutral	neutral negative	1.988	1	20	33	1	
ParlaMint-DK_20220210100126.seg2.6	ParlaMint-DK_20220210100126	s	English	Neutral	neutral positive	3.419	1	7	8	1	
ParlaMint-DK_20220210100126.seg2.7	ParlaMint-DK_20220210100126	s	English	Neutral	neutral negative	1.771	1	37	49	8	
ParlaMint-DK_20220210100126.seg2.8	ParlaMint-DK_20220210100126	s	English	Neutral	neutral positive	3.227	1	4	5	0	
ParlaMint-DK_20220210100228	ParlaMint-DK-en_2022-02-10-20211-M60	u	English	-	-	-	3	22	26	0	
ParlaMint-DK_20220210100228.seg3.1	ParlaMint-DK_20220210100228	s	English	Neutral	neutral positive	2.533	1	5	6	0	
ParlaMint-DK_20220210100228.seg3.2	ParlaMint-DK_20220210100228	s	English	Neutral	neutral positive	2.672	1	5	6	0	
ParlaMint-DK_20220210100228.seg3.3	ParlaMint-DK_20220210100228	s	English	Neutral	neutral negative	2.171	1	12	14	0	
ParlaMint-DK_20220210100245	ParlaMint-DK-en_2022-02-10-20211-M60	u	English	-	-	-	4	54	71	3	
ParlaMint-DK_20220210100245.seg4.1	ParlaMint-DK_20220210100245	s	English	Neutral	neutral positive	2.699	1	19	20	0	
ParlaMint-DK_20220210100245.seg4.2	ParlaMint-DK_20220210100245	s	English	Neutral	neutral positive	2.751	1	4	5	0	
ParlaMint-DK_20220210100245.seg4.3	ParlaMint-DK_20220210100245	s	English	Neutral	neutral negative	2.222	1	19	33	3	
ParlaMint-DK_20220210100245.seg4.4	ParlaMint-DK_20220210100245	s	English	Neutral	neutral positive	3.301	1	12	13	0	
ParlaMint-DK_20220210100308	ParlaMint-DK-en_2022-02-10-20211-M60	u	English	-	-	-	3	22	26	0	
ParlaMint-DK_20220210100308.seg5.1	ParlaMint-DK_20220210100308	s	English	Neutral	neutral positive	2.533	1	5	6	0	
ParlaMint-DK_20220210100308.seg5.2	ParlaMint-DK_20220210100308	s	English	Neutral	neutral positive	2.672	1	5	6	0	
ParlaMint-DK_20220210100308.seg5.3	ParlaMint-DK_20220210100308	s	English	Neutral	neutral negative	2.171	1	12	14	0	
ParlaMint-DK_20220210100325	ParlaMint-DK-en_2022-02-10-20211-M60	u	English	-	-	-	4	56	72	3	
ParlaMint-DK_20220210100325.seg6.1	ParlaMint-DK_20220210100325	s	English	Neutral	neutral positive	2.699	1	19	20	0	
ParlaMint-DK_20220210100325.seg6.2	ParlaMint-DK_20220210100325	s	English	Neutral	neutral positive	2.751	1	4	5	0	
ParlaMint-DK_20220210100325.seg6.3	ParlaMint-DK_20220210100325	s	English	Neutral	neutral positive	2.895	1	19	32	3	
ParlaMint-DK_20220210100325.seg6.4	ParlaMint-DK_20220210100325	s	English	Positive	mixed positive	3.705	1	14	15	0	
ParlaMint-DK_20220210100347	ParlaMint-DK-en_2022-02-10-20211-M60	u	English	-	-	-	3	22	26	0	
ParlaMint-DK_20220210100347.seg7.1	ParlaMint-DK_20220210100347	s	English	Neutral	neutral positive	2.533	1	5	6	0	
ParlaMint-DK_20220210100347.seg7.2	ParlaMint-DK_20220210100347	s	English	Neutral	neutral positive	2.672	1	5	6	0	
ParlaMint-DK_20220210100347.seg7.3	ParlaMint-DK_20220210100347	s	English	Neutral	neutral negative	2.171	1	12	14	0	
ParlaMint-DK_20220210100403	ParlaMint-DK-en_2022-02-10-20211-M60	u	English	-	-	-	4	56	72	3	
ParlaMint-DK_20220210100403.seg8.1	ParlaMint-DK_20220210100403	s	English	Neutral	neutral positive	2.699	1	19	20	0	
ParlaMint-DK_20220210100403.seg8.2	ParlaMint-DK_20220210100403	s	English	Neutral	neutral positive	2.751	1	4	5	0	
ParlaMint-DK_20220210100403.seg8.3	ParlaMint-DK_20220210100403	s	English	Neutral	neutral positive	2.895	1	19	32	3	
ParlaMint-DK_20220210100403.seg8.4	ParlaMint-DK_20220210100403	s	English	Positive	mixed positive	3.705	1	14	15	0	
ParlaMint-DK_20220210100423	ParlaMint-DK-en_2022-02-10-20211-M60	u	English	-	-	-	3	22	26	0	
ParlaMint-DK_20220210100423.seg9.1	ParlaMint-DK_20220210100423	s	English	Neutral	neutral positive	2.533	1	5	6	0	
ParlaMint-DK_20220210100423.seg9.2	ParlaMint-DK_20220210100423	s	English	Neutral	neutral positive	2.672	1	5	6	0	
ParlaMint-DK_20220210100423.seg9.3	ParlaMint-DK_20220210100423	s	English	Neutral	neutral negative	2.171	1	12	14	0	
ParlaMint-DK_20220210100438	ParlaMint-DK-en_2022-02-10-20211-M60	u	English	-	-	-	4	58	74	1	
ParlaMint-DK_20220210100438.seg10.1	ParlaMint-DK_20220210100438	s	English	Neutral	neutral positive	2.699	1	19	20	0	
ParlaMint-DK_20220210100438.seg10.2	ParlaMint-DK_20220210100438	s	English	Neutral	neutral positive	2.751	1	4	5	0	
ParlaMint-DK_20220210100438.seg10.3	ParlaMint-DK_20220210100438	s	English	Neutral	neutral negative	1.839	1	22	35	1	
ParlaMint-DK_20220210100438.seg10.4	ParlaMint-DK_20220210100438	s	English	Neutral	neutral positive	3.360	1	13	14	0	
ParlaMint-DK_20220210100503	ParlaMint-DK-en_2022-02-10-20211-M60	u	English	-	-	-	3	17	21	1	
ParlaMint-DK_20220210100503.seg11.1	ParlaMint-DK_20220210100503	s	English	Neutral	neutral positive	2.533	1	5	6	0	
ParlaMint-DK_20220210100503.seg11.2	ParlaMint-DK_20220210100503	s	English	Neutral	neutral positive	3.088	1	9	11	1	
ParlaMint-DK_20220210100503.seg11.3	ParlaMint-DK_20220210100503	s	English	Positive	mixed positive	3.960	1	3	4	0	
ParlaMint-DK_20220210100518	ParlaMint-DK-en_2022-02-10-20211-M60	u	English	-	-	-	32	815	894	20	
ParlaMint-DK_20220210100518.seg12.1	ParlaMint-DK_20220210100518	s	English	Positive	mixed positive	4.234	1	2	3	0	
ParlaMint-DK_20220210100518.seg12.2	ParlaMint-DK_20220210100518	s	English	Neutral	neutral positive	3.087	1	12	13	0	
ParlaMint-DK_20220210100518.seg12.3	ParlaMint-DK_20220210100518	s	English	Neutral	neutral positive	2.653	1	42	47	2	
ParlaMint-DK_20220210100518.seg12.4	ParlaMint-DK_20220210100518	s	English	Negative	negative	0.129	1	28	30	0	
ParlaMint-DK_20220210100518.seg12.5	ParlaMint-DK_20220210100518	s	English	Negative	negative	0.476	1	12	13	0	
ParlaMint-DK_20220210100518.seg12.6	ParlaMint-DK_20220210100518	s	English	Negative	negative	0.489	1	37	40	1	
ParlaMint-DK_20220210100518.seg12.7	ParlaMint-DK_20220210100518	s	English	Negative	negative	0.399	1	14	16	0	
ParlaMint-DK_20220210100518.seg12.8	ParlaMint-DK_20220210100518	s	English	Negative	negative	0.305	1	24	28	1	
ParlaMint-DK_20220210100518.seg12.9	ParlaMint-DK_20220210100518	s	English	Negative	negative	0.343	1	33	34	3	
ParlaMint-DK_20220210100518.seg12.10	ParlaMint-DK_20220210100518	s	English	Negative	mixed negative	0.678	1	12	13	0	
ParlaMint-DK_20220210100518.seg12.11	ParlaMint-DK_20220210100518	s	English	Neutral	neutral positive	2.847	1	21	25	1	
ParlaMint-DK_20220210100518.seg12.12	ParlaMint-DK_20220210100518	s	English	Neutral	neutral positive	2.799	1	11	12	0	
ParlaMint-DK_20220210100518.seg12.13	ParlaMint-DK_20220210100518	s	English	Negative	mixed negative	1.000	1	57	60	0	
ParlaMint-DK_20220210100518.seg12.14	ParlaMint-DK_20220210100518	s	English	Neutral	neutral negative	2.114	1	57	62	2	
ParlaMint-DK_20220210100518.seg12.15	ParlaMint-DK_20220210100518	s	English	Negative	mixed negative	1.247	1	15	16	1	
ParlaMint-DK_20220210100518.seg12.16	ParlaMint-DK_20220210100518	s	English	Negative	negative	0.301	1	41	47	1	
ParlaMint-DK_20220210100518.seg12.17	ParlaMint-DK_20220210100518	s	English	Negative	mixed negative	1.448	1	45	48	3	
ParlaMint-DK_20220210100518.seg12.18	ParlaMint-DK_20220210100518	s	English	Negative	negative	0.162	1	19	21	0	
ParlaMint-DK_20220210100518.seg12.19	ParlaMint-DK_20220210100518	s	English	Neutral	neutral positive	2.581	1	44	45	3	
ParlaMint-DK_20220210100518.seg12.20	ParlaMint-DK_20220210100518	s	English	Neutral	neutral negative	1.744	1	22	24	0	
ParlaMint-DK_20220210100518.seg12.21	ParlaMint-DK_20220210100518	s	English	Neutral	neutral negative	1.714	1	29	30	1	
ParlaMint-DK_20220210100518.seg12.22	ParlaMint-DK_20220210100518	s	English	Negative	negative	0.404	1	5	6	0	
ParlaMint-DK_20220210100518.seg12.23	ParlaMint-DK_20220210100518	s	English	Negative	mixed negative	0.957	1	12	13	0	
ParlaMint-DK_20220210100518.seg12.24	ParlaMint-DK_20220210100518	s	English	Neutral	neutral positive	3.042	1	15	18	0	
ParlaMint-DK_20220210100518.seg12.25	ParlaMint-DK_20220210100518	s	English	Negative	negative	0.410	1	22	26	0	
ParlaMint-DK_20220210100518.seg12.26	ParlaMint-DK_20220210100518	s	English	Neutral	neutral positive	2.885	1	20	24	0	
ParlaMint-DK_20220210100518.seg12.27	ParlaMint-DK_20220210100518	s	English	Negative	mixed negative	0.614	1	25	28	0	
ParlaMint-DK_20220210100518.seg12.28	ParlaMint-DK_20220210100518	s	English	Negative	negative	0.397	1	8	9	0	
ParlaMint-DK_20220210100518.seg12.29	ParlaMint-DK_20220210100518	s	English	Negative	mixed negative	1.053	1	34	39	0	
ParlaMint-DK_20220210100518.seg12.30	ParlaMint-DK_20220210100518	s	English	Negative	negative	0.180	1	46	50	1	
ParlaMint-DK_20220210100518.seg12.31	ParlaMint-DK_20220210100518	s	English	Negative	mixed negative	0.685	1	30	32	0	
ParlaMint-DK_20220210100518.seg12.32	ParlaMint-DK_20220210100518	s	English	Neutral	neutral negative	2.158	1	21	22	0	
ParlaMint-DK_20220210101042	ParlaMint-DK-en_2022-02-10-20211-M60	u	English	-	-	-	1	18	22	2	
ParlaMint-DK_20220210101042.seg13.1	ParlaMint-DK_20220210101042	s	English	Neutral	neutral positive	2.850	1	18	22	2	
ParlaMint-DK_20220210101045	ParlaMint-DK-en_2022-02-10-20211-M60	u	English	-	-	-	9	181	197	8	
ParlaMint-DK_20220210101045.seg14.1	ParlaMint-DK_20220210101045	s	English	Negative	mixed negative	1.214	1	12	13	0	
ParlaMint-DK_20220210101045.seg14.2	ParlaMint-DK_20220210101045	s	English	Neutral	neutral positive	3.079	1	18	19	1	
ParlaMint-DK_20220210101045.seg14.3	ParlaMint-DK_20220210101045	s	English	Negative	mixed negative	0.997	1	4	5	0	
ParlaMint-DK_20220210101045.seg14.4	ParlaMint-DK_20220210101045	s	English	Negative	negative	0.181	1	30	34	1	
ParlaMint-DK_20220210101045.seg14.5	ParlaMint-DK_20220210101045	s	English	Negative	mixed negative	1.048	1	48	51	3	
ParlaMint-DK_20220210101045.seg14.6	ParlaMint-DK_20220210101045	s	English	Negative	mixed negative	1.201	1	11	12	1	
ParlaMint-DK_20220210101045.seg14.7	ParlaMint-DK_20220210101045	s	English	Neutral	neutral negative	2.465	1	25	28	0	
ParlaMint-DK_20220210101045.seg14.8	ParlaMint-DK_20220210101045	s	English	Neutral	neutral positive	2.710	1	6	7	0	
ParlaMint-DK_20220210101045.seg14.9	ParlaMint-DK_20220210101045	s	English	Negative	negative	0.156	1	27	28	2	
ParlaMint-DK_20220210101152	ParlaMint-DK-en_2022-02-10-20211-M60	u	English	-	-	-	1	6	8	1	
ParlaMint-DK_20220210101152.seg15.1	ParlaMint-DK_20220210101152	s	English	Neutral	neutral positive	3.428	1	6	8	1	
ParlaMint-DK_20220210101153	ParlaMint-DK-en_2022-02-10-20211-M60	u	English	-	-	-	7	185	213	3	
ParlaMint-DK_20220210101153.seg16.1	ParlaMint-DK_20220210101153	s	English	Negative	mixed negative	0.570	1	5	6	0	
ParlaMint-DK_20220210101153.seg16.2	ParlaMint-DK_20220210101153	s	English	Positive	mixed positive	3.568	1	11	14	0	
ParlaMint-DK_20220210101153.seg16.3	ParlaMint-DK_20220210101153	s	English	Negative	negative	0.353	1	67	79	0	
ParlaMint-DK_20220210101153.seg16.4	ParlaMint-DK_20220210101153	s	English	Negative	negative	0.383	1	21	25	0	
ParlaMint-DK_20220210101153.seg16.5	ParlaMint-DK_20220210101153	s	English	Neutral	neutral negative	2.039	1	22	26	0	
ParlaMint-DK_20220210101153.seg16.6	ParlaMint-DK_20220210101153	s	English	Negative	mixed negative	0.686	1	23	24	0	
ParlaMint-DK_20220210101153.seg16.7	ParlaMint-DK_20220210101153	s	English	Negative	negative	0.202	1	36	39	3	
ParlaMint-DK_20220210101249	ParlaMint-DK-en_2022-02-10-20211-M60	u	English	-	-	-	1	4	5	1	
ParlaMint-DK_20220210101249.seg17.1	ParlaMint-DK_20220210101249	s	English	Neutral	neutral positive	3.161	1	4	5	1	
ParlaMint-DK_20220210101250	ParlaMint-DK-en_2022-02-10-20211-M60	u	English	-	-	-	4	93	103	8	
ParlaMint-DK_20220210101250.seg18.1	ParlaMint-DK_20220210101250	s	English	Negative	negative	0.297	1	41	46	2	
ParlaMint-DK_20220210101250.seg18.2	ParlaMint-DK_20220210101250	s	English	Negative	negative	0.340	1	18	20	1	
ParlaMint-DK_20220210101250.seg18.3	ParlaMint-DK_20220210101250	s	English	Negative	negative	0.171	1	28	30	5	
ParlaMint-DK_20220210101250.seg18.4	ParlaMint-DK_20220210101250	s	English	Neutral	neutral negative	1.805	1	6	7	0	
ParlaMint-DK_20220210101324	ParlaMint-DK-en_2022-02-10-20211-M60	u	English	-	-	-	1	3	4	1	
ParlaMint-DK_20220210101324.seg19.1	ParlaMint-DK_20220210101324	s	English	Neutral	neutral positive	3.290	1	3	4	1	
ParlaMint-DK_20220210101326	ParlaMint-DK-en_2022-02-10-20211-M60	u	English	-	-	-	4	92	103	2	
ParlaMint-DK_20220210101326.seg20.1	ParlaMint-DK_20220210101326	s	English	Negative	mixed negative	0.582	1	4	6	0	
ParlaMint-DK_20220210101326.seg20.2	ParlaMint-DK_20220210101326	s	English	Negative	mixed negative	1.048	1	7	8	0	
ParlaMint-DK_20220210101326.seg20.3	ParlaMint-DK_20220210101326	s	English	Neutral	neutral negative	2.091	1	30	32	1	
ParlaMint-DK_20220210101326.seg20.4	ParlaMint-DK_20220210101326	s	English	Negative	negative	0.166	1	51	57	1	
ParlaMint-DK_20220210101401	ParlaMint-DK-en_2022-02-10-20211-M60	u	English	-	-	-	4	31	38	1	
ParlaMint-DK_20220210101401.seg21.1	ParlaMint-DK_20220210101401	s	English	Positive	mixed positive	3.556	1	5	8	1	
ParlaMint-DK_20220210101401.seg21.2	ParlaMint-DK_20220210101401	s	English	Neutral	neutral positive	2.595	1	6	7	0	
ParlaMint-DK_20220210101401.seg21.3	ParlaMint-DK_20220210101401	s	English	Neutral	neutral positive	2.630	1	8	9	0	
ParlaMint-DK_20220210101401.seg21.4	ParlaMint-DK_20220210101401	s	English	Neutral	neutral negative	2.171	1	12	14	0	
ParlaMint-DK_20220210101410	ParlaMint-DK-en_2022-02-10-20211-M60	u	English	-	-	-	8	105	126	4	
ParlaMint-DK_20220210101410.seg22.1	ParlaMint-DK_20220210101410	s	English	Neutral	neutral positive	2.699	1	19	20	0	
ParlaMint-DK_20220210101410.seg22.2	ParlaMint-DK_20220210101410	s	English	Neutral	neutral positive	2.751	1	4	5	0	
ParlaMint-DK_20220210101410.seg22.3	ParlaMint-DK_20220210101410	s	English	Neutral	neutral negative	1.761	1	20	33	2	
ParlaMint-DK_20220210101410.seg22.4	ParlaMint-DK_20220210101410	s	English	Negative	mixed negative	0.995	1	8	9	0	
ParlaMint-DK_20220210101410.seg22.5	ParlaMint-DK_20220210101410	s	English	Neutral	neutral negative	1.697	1	23	25	1	
ParlaMint-DK_20220210101410.seg22.6	ParlaMint-DK_20220210101410	s	English	Neutral	neutral positive	2.537	1	17	18	1	
ParlaMint-DK_20220210101410.seg22.7	ParlaMint-DK_20220210101410	s	English	Neutral	neutral positive	2.999	1	12	13	0	
ParlaMint-DK_20220210101410.seg22.8	ParlaMint-DK_20220210101410	s	English	Positive	mixed positive	4.234	1	2	3	0	
ParlaMint-DK_20220210101541	ParlaMint-DK-en_2022-02-10-20211-M60	u	English	-	-	-	2	11	14	2	
ParlaMint-DK_20220210101541.seg23.1	ParlaMint-DK_20220210101541	s	English	Neutral	neutral positive	3.164	1	4	5	0	
ParlaMint-DK_20220210101541.seg23.2	ParlaMint-DK_20220210101541	s	English	Neutral	neutral positive	3.424	1	7	9	2	
ParlaMint-DK_20220210101600	ParlaMint-DK-en_2022-02-10-20211-M60	u	English	-	-	-	8	279	300	5	
ParlaMint-DK_20220210101600.seg24.1	ParlaMint-DK_20220210101600	s	English	Positive	mixed positive	3.613	1	2	3	0	
ParlaMint-DK_20220210101600.seg24.2	ParlaMint-DK_20220210101600	s	English	Neutral	neutral positive	3.281	1	44	46	0	
ParlaMint-DK_20220210101600.seg24.3	ParlaMint-DK_20220210101600	s	English	Neutral	neutral positive	2.864	1	116	127	1	
ParlaMint-DK_20220210101600.seg24.4	ParlaMint-DK_20220210101600	s	English	Negative	negative	0.207	1	29	31	2	
ParlaMint-DK_20220210101600.seg24.5	ParlaMint-DK_20220210101600	s	English	Neutral	neutral positive	2.962	1	11	12	0	
ParlaMint-DK_20220210101600.seg24.6	ParlaMint-DK_20220210101600	s	English	Neutral	neutral positive	2.523	1	35	36	1	
ParlaMint-DK_20220210101600.seg24.7	ParlaMint-DK_20220210101600	s	English	Neutral	neutral positive	2.793	1	37	39	1	
ParlaMint-DK_20220210101600.seg24.8	ParlaMint-DK_20220210101600	s	English	Positive	positive	4.864	1	5	6	0	
ParlaMint-DK_20220210101727	ParlaMint-DK-en_2022-02-10-20211-M60	u	English	-	-	-	6	46	58	5	
ParlaMint-DK_20220210101727.seg25.1	ParlaMint-DK_20220210101727	s	English	Positive	mixed positive	4.234	1	2	3	0	
ParlaMint-DK_20220210101727.seg25.2	ParlaMint-DK_20220210101727	s	English	Neutral	neutral positive	2.624	1	5	6	0	
ParlaMint-DK_20220210101727.seg25.3	ParlaMint-DK_20220210101727	s	English	Negative	negative	0.428	1	11	12	1	
ParlaMint-DK_20220210101727.seg25.4	ParlaMint-DK_20220210101727	s	English	Negative	mixed negative	1.105	1	10	15	2	
ParlaMint-DK_20220210101727.seg25.5	ParlaMint-DK_20220210101727	s	English	Negative	negative	0.321	1	9	10	0	
ParlaMint-DK_20220210101727.seg25.6	ParlaMint-DK_20220210101727	s	English	Neutral	neutral positive	3.326	1	9	12	2	
ParlaMint-DK_20220210101757	ParlaMint-DK-en_2022-02-10-20211-M60	u	English	-	-	-	18	374	412	3	
ParlaMint-DK_20220210101757.seg26.1	ParlaMint-DK_20220210101757	s	English	Positive	mixed positive	4.392	1	3	5	0	
ParlaMint-DK_20220210101757.seg26.2	ParlaMint-DK_20220210101757	s	English	Negative	negative	0.199	1	19	20	1	
ParlaMint-DK_20220210101757.seg26.3	ParlaMint-DK_20220210101757	s	English	Negative	negative	0.184	1	11	13	0	
ParlaMint-DK_20220210101757.seg26.4	ParlaMint-DK_20220210101757	s	English	Negative	negative	0.286	1	14	15	0	
ParlaMint-DK_20220210101757.seg26.5	ParlaMint-DK_20220210101757	s	English	Negative	negative	0.222	1	41	45	0	
ParlaMint-DK_20220210101757.seg26.6	ParlaMint-DK_20220210101757	s	English	Negative	negative	0.136	1	17	19	0	
ParlaMint-DK_20220210101757.seg26.7	ParlaMint-DK_20220210101757	s	English	Negative	negative	0.350	1	31	33	0	
ParlaMint-DK_20220210101757.seg26.8	ParlaMint-DK_20220210101757	s	English	Positive	positive	4.825	1	27	31	0	
ParlaMint-DK_20220210101757.seg26.9	ParlaMint-DK_20220210101757	s	English	Negative	negative	0.097	1	26	29	0	
ParlaMint-DK_20220210101757.seg26.10	ParlaMint-DK_20220210101757	s	English	Negative	mixed negative	0.560	1	19	20	0	
ParlaMint-DK_20220210101757.seg26.11	ParlaMint-DK_20220210101757	s	English	Negative	negative	0.475	1	19	21	0	
ParlaMint-DK_20220210101757.seg26.12	ParlaMint-DK_20220210101757	s	English	Negative	mixed negative	1.417	1	30	31	0	
ParlaMint-DK_20220210101757.seg26.13	ParlaMint-DK_20220210101757	s	English	Negative	negative	0.483	1	15	17	0	
