ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-DK_20220428100002	ParlaMint-DK-en_2022-04-28-20211-M99	u	English	-	-	-	8	72	89	4	
ParlaMint-DK_20220428100002.seg1.1	ParlaMint-DK_20220428100002	s	English	Positive	mixed positive	3.826	1	4	5	0	
ParlaMint-DK_20220428100002.seg1.2	ParlaMint-DK_20220428100002	s	English	Neutral	neutral negative	1.834	1	27	31	2	
ParlaMint-DK_20220428100002.seg1.3	ParlaMint-DK_20220428100002	s	English	Neutral	neutral positive	3.082	1	2	4	0	
ParlaMint-DK_20220428100002.seg1.4	ParlaMint-DK_20220428100002	s	English	Neutral	neutral negative	2.411	1	7	8	0	
ParlaMint-DK_20220428100002.seg1.5	ParlaMint-DK_20220428100002	s	English	Positive	positive	4.650	1	4	5	0	
ParlaMint-DK_20220428100002.seg1.6	ParlaMint-DK_20220428100002	s	English	Neutral	neutral positive	2.846	1	10	14	1	
ParlaMint-DK_20220428100002.seg1.7	ParlaMint-DK_20220428100002	s	English	Neutral	neutral positive	3.294	1	12	14	0	
ParlaMint-DK_20220428100002.seg1.8	ParlaMint-DK_20220428100002	s	English	Neutral	neutral positive	3.486	1	6	8	1	
ParlaMint-DK_20220428100035	ParlaMint-DK-en_2022-04-28-20211-M99	u	English	-	-	-	2	52	57	3	
ParlaMint-DK_20220428100035.seg2.1	ParlaMint-DK_20220428100035	s	English	Neutral	neutral negative	2.274	1	23	24	1	
ParlaMint-DK_20220428100035.seg2.2	ParlaMint-DK_20220428100035	s	English	Neutral	neutral positive	2.562	1	29	33	2	
ParlaMint-DK_20220428100053	ParlaMint-DK-en_2022-04-28-20211-M99	u	English	-	-	-	4	48	76	14	
ParlaMint-DK_20220428100053.seg3.1	ParlaMint-DK_20220428100053	s	English	Neutral	neutral positive	3.351	1	8	9	0	
ParlaMint-DK_20220428100053.seg3.2	ParlaMint-DK_20220428100053	s	English	Neutral	neutral positive	2.751	1	4	5	0	
ParlaMint-DK_20220428100053.seg3.3	ParlaMint-DK_20220428100053	s	English	Neutral	neutral positive	2.615	1	31	56	14	
ParlaMint-DK_20220428100053.seg3.4	ParlaMint-DK_20220428100053	s	English	Positive	mixed positive	4.207	1	5	6	0	
ParlaMint-DK_20220428100121	ParlaMint-DK-en_2022-04-28-20211-M99	u	English	-	-	-	3	13	16	1	
ParlaMint-DK_20220428100121.seg4.1	ParlaMint-DK_20220428100121	s	English	Neutral	neutral positive	2.757	1	4	5	0	
ParlaMint-DK_20220428100121.seg4.2	ParlaMint-DK_20220428100121	s	English	Neutral	neutral positive	2.893	1	5	6	0	
ParlaMint-DK_20220428100121.seg4.3	ParlaMint-DK_20220428100121	s	English	Neutral	neutral positive	3.313	1	4	5	1	
ParlaMint-DK_20220428100149	ParlaMint-DK-en_2022-04-28-20211-M99	u	English	-	-	-	6	154	168	5	
