ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-DK_20220519100000	ParlaMint-DK-en_2022-05-19-20211-M112	u	English	-	-	-	4	70	80	7	
ParlaMint-DK_20220519100000.seg1.1	ParlaMint-DK_20220519100000	s	English	Positive	mixed positive	3.826	1	4	5	0	
ParlaMint-DK_20220519100000.seg1.2	ParlaMint-DK_20220519100000	s	English	Neutral	neutral negative	2.434	1	21	26	3	
ParlaMint-DK_20220519100000.seg1.3	ParlaMint-DK_20220519100000	s	English	Neutral	neutral positive	2.784	1	39	43	4	
ParlaMint-DK_20220519100000.seg1.4	ParlaMint-DK_20220519100000	s	English	Neutral	neutral positive	2.816	1	6	6	0	
ParlaMint-DK_20220519100037	ParlaMint-DK-en_2022-05-19-20211-M112	u	English	-	-	-	2	41	46	1	
ParlaMint-DK_20220519100037.seg2.1	ParlaMint-DK_20220519100037	s	English	Neutral	neutral negative	2.443	1	35	39	1	
ParlaMint-DK_20220519100037.seg2.2	ParlaMint-DK_20220519100037	s	English	Positive	mixed positive	4.154	1	6	7	0	
ParlaMint-DK_20220519100049	ParlaMint-DK-en_2022-05-19-20211-M112	u	English	-	-	-	3	30	33	0	
ParlaMint-DK_20220519100049.seg3.1	ParlaMint-DK_20220519100049	s	English	Neutral	neutral positive	2.684	1	7	8	0	
ParlaMint-DK_20220519100049.seg3.2	ParlaMint-DK_20220519100049	s	English	Neutral	neutral positive	2.672	1	5	6	0	
ParlaMint-DK_20220519100049.seg3.3	ParlaMint-DK_20220519100049	s	English	Neutral	neutral positive	2.538	1	18	19	0	
ParlaMint-DK_20220519100133	ParlaMint-DK-en_2022-05-19-20211-M112	u	English	-	-	-	12	298	356	6	
ParlaMint-DK_20220519100133.seg4.1	ParlaMint-DK_20220519100133	s	English	Neutral	neutral positive	2.840	1	8	9	0	
ParlaMint-DK_20220519100133.seg4.2	ParlaMint-DK_20220519100133	s	English	Neutral	neutral negative	2.155	1	35	44	0	
ParlaMint-DK_20220519100133.seg4.3	ParlaMint-DK_20220519100133	s	English	Neutral	neutral positive	2.501	1	120	137	2	
ParlaMint-DK_20220519100133.seg4.4	ParlaMint-DK_20220519100133	s	English	Neutral	neutral positive	2.757	1	14	15	0	
ParlaMint-DK_20220519100133.seg4.5	ParlaMint-DK_20220519100133	s	English	Neutral	neutral negative	2.010	1	52	67	4	
ParlaMint-DK_20220519100133.seg4.6	ParlaMint-DK_20220519100133	s	English	Positive	mixed positive	4.119	1	3	4	0	
ParlaMint-DK_20220519100133.seg4.7	ParlaMint-DK_20220519100133	s	English	Neutral	neutral positive	2.689	1	14	15	0	
ParlaMint-DK_20220519100133.seg4.8	ParlaMint-DK_20220519100133	s	English	Neutral	neutral negative	2.270	1	25	34	0	
ParlaMint-DK_20220519100133.seg4.9	ParlaMint-DK_20220519100133	s	English	Positive	mixed positive	4.075	1	3	4	0	
ParlaMint-DK_20220519100133.seg4.10	ParlaMint-DK_20220519100133	s	English	Neutral	neutral positive	2.726	1	17	18	0	
ParlaMint-DK_20220519100133.seg4.11	ParlaMint-DK_20220519100133	s	English	Neutral	neutral positive	3.320	1	4	5	0	
ParlaMint-DK_20220519100133.seg4.12	ParlaMint-DK_20220519100133	s	English	Positive	mixed positive	4.075	1	3	4	0	
ParlaMint-DK_20220519100222	ParlaMint-DK-en_2022-05-19-20211-M112	u	English	-	-	-	2	23	25	1	
ParlaMint-DK_20220519100222.seg5.1	ParlaMint-DK_20220519100222	s	English	Neutral	neutral negative	2.339	1	10	11	0	
ParlaMint-DK_20220519100222.seg5.2	ParlaMint-DK_20220519100222	s	English	Neutral	neutral positive	2.942	1	13	14	1	
