ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-DK_20220322130006	ParlaMint-DK-en_2022-03-22-20211-M77	u	English	-	-	-	3	38	43	1	
ParlaMint-DK_20220322130006.seg1.1	ParlaMint-DK_20220322130006	s	English	Positive	mixed positive	3.826	1	4	5	0	
ParlaMint-DK_20220322130006.seg1.2	ParlaMint-DK_20220322130006	s	English	Neutral	neutral positive	2.805	1	29	31	1	
ParlaMint-DK_20220322130006.seg1.3	ParlaMint-DK_20220322130006	s	English	Positive	mixed positive	3.856	1	5	7	0	
ParlaMint-DK_20220322130028	ParlaMint-DK-en_2022-03-22-20211-M77	u	English	-	-	-	28	627	695	47	
ParlaMint-DK_20220322130028.seg2.1	ParlaMint-DK_20220322130028	s	English	Positive	mixed positive	4.074	1	5	7	0	
ParlaMint-DK_20220322130028.seg2.2	ParlaMint-DK_20220322130028	s	English	Negative	negative	0.107	1	17	19	2	
ParlaMint-DK_20220322130028.seg2.3	ParlaMint-DK_20220322130028	s	English	Neutral	neutral positive	2.652	1	17	18	1	
ParlaMint-DK_20220322130028.seg2.4	ParlaMint-DK_20220322130028	s	English	Negative	negative	0.079	1	8	9	1	
ParlaMint-DK_20220322130028.seg2.5	ParlaMint-DK_20220322130028	s	English	Negative	negative	-0.030	1	30	33	1	
ParlaMint-DK_20220322130028.seg2.6	ParlaMint-DK_20220322130028	s	English	Positive	positive	4.526	1	17	20	2	
ParlaMint-DK_20220322130028.seg2.7	ParlaMint-DK_20220322130028	s	English	Negative	mixed negative	0.858	1	23	28	1	
ParlaMint-DK_20220322130028.seg2.8	ParlaMint-DK_20220322130028	s	English	Negative	negative	0.324	1	5	6	1	
ParlaMint-DK_20220322130028.seg2.9	ParlaMint-DK_20220322130028	s	English	Neutral	neutral negative	2.084	1	15	17	1	
ParlaMint-DK_20220322130028.seg2.10	ParlaMint-DK_20220322130028	s	English	Negative	mixed negative	1.140	1	9	10	0	
ParlaMint-DK_20220322130028.seg2.11	ParlaMint-DK_20220322130028	s	English	Positive	mixed positive	3.857	1	19	21	2	
ParlaMint-DK_20220322130028.seg2.12	ParlaMint-DK_20220322130028	s	English	Positive	mixed positive	4.152	1	32	37	2	
ParlaMint-DK_20220322130028.seg2.13	ParlaMint-DK_20220322130028	s	English	Neutral	neutral negative	1.739	1	28	31	3	
ParlaMint-DK_20220322130028.seg2.14	ParlaMint-DK_20220322130028	s	English	Negative	negative	0.428	1	27	31	1	
ParlaMint-DK_20220322130028.seg2.15	ParlaMint-DK_20220322130028	s	English	Neutral	neutral positive	3.131	1	7	8	0	
ParlaMint-DK_20220322130028.seg2.16	ParlaMint-DK_20220322130028	s	English	Neutral	neutral positive	3.126	1	24	27	1	
ParlaMint-DK_20220322130028.seg2.17	ParlaMint-DK_20220322130028	s	English	Neutral	neutral positive	2.865	1	30	32	5	
ParlaMint-DK_20220322130028.seg2.18	ParlaMint-DK_20220322130028	s	English	Positive	mixed positive	3.509	1	25	27	3	
ParlaMint-DK_20220322130028.seg2.19	ParlaMint-DK_20220322130028	s	English	Positive	mixed positive	3.908	1	28	30	4	
ParlaMint-DK_20220322130028.seg2.20	ParlaMint-DK_20220322130028	s	English	Positive	positive	5.314	1	50	52	4	
ParlaMint-DK_20220322130028.seg2.21	ParlaMint-DK_20220322130028	s	English	Positive	positive	5.150	1	37	40	3	
ParlaMint-DK_20220322130028.seg2.22	ParlaMint-DK_20220322130028	s	English	Positive	positive	5.128	1	26	28	1	
ParlaMint-DK_20220322130028.seg2.23	ParlaMint-DK_20220322130028	s	English	Positive	mixed positive	3.610	1	32	34	2	
ParlaMint-DK_20220322130028.seg2.24	ParlaMint-DK_20220322130028	s	English	Positive	positive	4.624	1	34	40	1	
ParlaMint-DK_20220322130028.seg2.25	ParlaMint-DK_20220322130028	s	English	Neutral	neutral positive	3.396	1	29	32	1	
