ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-DK_20220503130002	ParlaMint-DK-en_2022-05-03-20211-M102	u	English	-	-	-	10	208	235	16	
ParlaMint-DK_20220503130002.seg1.1	ParlaMint-DK_20220503130002	s	English	Positive	mixed positive	3.826	1	4	5	0	
ParlaMint-DK_20220503130002.seg1.2	ParlaMint-DK_20220503130002	s	English	Neutral	neutral positive	2.701	1	14	15	0	
ParlaMint-DK_20220503130002.seg1.3	ParlaMint-DK_20220503130002	s	English	Neutral	neutral negative	2.400	1	32	34	2	
ParlaMint-DK_20220503130002.seg1.4	ParlaMint-DK_20220503130002	s	English	Neutral	neutral positive	3.375	1	1	2	0	
ParlaMint-DK_20220503130002.seg1.5	ParlaMint-DK_20220503130002	s	English	Neutral	neutral positive	2.558	1	84	94	11	
ParlaMint-DK_20220503130002.seg1.6	ParlaMint-DK_20220503130002	s	English	Neutral	neutral negative	2.448	1	10	13	0	
ParlaMint-DK_20220503130002.seg1.7	ParlaMint-DK_20220503130002	s	English	Negative	mixed negative	1.194	1	38	42	3	
ParlaMint-DK_20220503130002.seg1.8	ParlaMint-DK_20220503130002	s	English	Neutral	neutral positive	3.086	1	2	4	0	
ParlaMint-DK_20220503130002.seg1.9	ParlaMint-DK_20220503130002	s	English	Neutral	neutral positive	2.760	1	10	11	0	
ParlaMint-DK_20220503130002.seg1.10	ParlaMint-DK_20220503130002	s	English	Neutral	neutral negative	1.594	1	13	15	0	
ParlaMint-DK_20220503130103	ParlaMint-DK-en_2022-05-03-20211-M102	u	English	-	-	-	23	394	570	74	
ParlaMint-DK_20220503130103.seg2.1	ParlaMint-DK_20220503130103	s	English	Neutral	neutral positive	2.892	1	17	18	0	
ParlaMint-DK_20220503130103.seg2.2	ParlaMint-DK_20220503130103	s	English	Neutral	neutral positive	3.344	1	4	5	0	
ParlaMint-DK_20220503130103.seg2.3	ParlaMint-DK_20220503130103	s	English	Neutral	neutral positive	2.510	1	25	29	1	
ParlaMint-DK_20220503130103.seg2.4	ParlaMint-DK_20220503130103	s	English	Neutral	neutral positive	2.873	1	5	6	0	
ParlaMint-DK_20220503130103.seg2.5	ParlaMint-DK_20220503130103	s	English	Neutral	neutral negative	1.587	1	32	57	11	
ParlaMint-DK_20220503130103.seg2.6	ParlaMint-DK_20220503130103	s	English	Negative	mixed negative	1.484	1	9	10	1	
ParlaMint-DK_20220503130103.seg2.7	ParlaMint-DK_20220503130103	s	English	Neutral	neutral negative	2.494	1	23	28	2	
ParlaMint-DK_20220503130103.seg2.8	ParlaMint-DK_20220503130103	s	English	Neutral	neutral positive	2.873	1	5	6	0	
ParlaMint-DK_20220503130103.seg2.9	ParlaMint-DK_20220503130103	s	English	Neutral	neutral negative	2.029	1	35	59	11	
ParlaMint-DK_20220503130103.seg2.10	ParlaMint-DK_20220503130103	s	English	Negative	mixed negative	1.494	1	9	10	1	
ParlaMint-DK_20220503130103.seg2.11	ParlaMint-DK_20220503130103	s	English	Neutral	neutral positive	2.534	1	30	40	5	
ParlaMint-DK_20220503130103.seg2.12	ParlaMint-DK_20220503130103	s	English	Neutral	neutral positive	2.873	1	5	6	0	
ParlaMint-DK_20220503130103.seg2.13	ParlaMint-DK_20220503130103	s	English	Negative	mixed negative	1.391	1	43	71	9	
ParlaMint-DK_20220503130103.seg2.14	ParlaMint-DK_20220503130103	s	English	Neutral	neutral negative	1.520	1	9	10	1	
ParlaMint-DK_20220503130103.seg2.15	ParlaMint-DK_20220503130103	s	English	Neutral	neutral positive	2.597	1	30	40	6	
ParlaMint-DK_20220503130103.seg2.16	ParlaMint-DK_20220503130103	s	English	Neutral	neutral positive	2.873	1	5	6	0	
ParlaMint-DK_20220503130103.seg2.17	ParlaMint-DK_20220503130103	s	English	Negative	mixed negative	1.333	1	33	58	10	
ParlaMint-DK_20220503130103.seg2.18	ParlaMint-DK_20220503130103	s	English	Negative	mixed negative	1.493	1	8	9	1	
ParlaMint-DK_20220503130103.seg2.19	ParlaMint-DK_20220503130103	s	English	Neutral	neutral negative	2.417	1	17	23	2	
ParlaMint-DK_20220503130103.seg2.20	ParlaMint-DK_20220503130103	s	English	Neutral	neutral positive	2.873	1	5	6	0	
ParlaMint-DK_20220503130103.seg2.21	ParlaMint-DK_20220503130103	s	English	Neutral	neutral negative	1.666	1	33	59	12	
ParlaMint-DK_20220503130103.seg2.22	ParlaMint-DK_20220503130103	s	English	Negative	mixed negative	1.478	1	8	9	1	
ParlaMint-DK_20220503130103.seg2.23	ParlaMint-DK_20220503130103	s	English	Neutral	neutral positive	2.889	1	4	5	0	
ParlaMint-DK_20220503130349	ParlaMint-DK-en_2022-05-03-20211-M102	u	English	-	-	-	3	33	37	0	
ParlaMint-DK_20220503130349.seg3.1	ParlaMint-DK_20220503130349	s	English	Neutral	neutral positive	2.617	1	8	9	0	
ParlaMint-DK_20220503130349.seg3.2	ParlaMint-DK_20220503130349	s	English	Neutral	neutral positive	2.893	1	5	6	0	
ParlaMint-DK_20220503130349.seg3.3	ParlaMint-DK_20220503130349	s	English	Neutral	neutral negative	2.395	1	20	22	0	
ParlaMint-DK_20220503130411	ParlaMint-DK-en_2022-05-03-20211-M102	u	English	-	-	-	4	71	107	14	
ParlaMint-DK_20220503130411.seg4.1	ParlaMint-DK_20220503130411	s	English	Neutral	neutral negative	2.255	1	28	37	3	
ParlaMint-DK_20220503130411.seg4.2	ParlaMint-DK_20220503130411	s	English	Neutral	neutral positive	2.873	1	5	6	0	
ParlaMint-DK_20220503130411.seg4.3	ParlaMint-DK_20220503130411	s	English	Neutral	neutral negative	1.865	1	33	58	11	
ParlaMint-DK_20220503130411.seg4.4	ParlaMint-DK_20220503130411	s	English	Negative	mixed negative	1.116	1	5	6	0	
ParlaMint-DK_20220503130443	ParlaMint-DK-en_2022-05-03-20211-M102	u	English	-	-	-	3	30	34	0	
ParlaMint-DK_20220503130443.seg5.1	ParlaMint-DK_20220503130443	s	English	Neutral	neutral positive	2.915	1	10	11	0	
ParlaMint-DK_20220503130443.seg5.2	ParlaMint-DK_20220503130443	s	English	Neutral	neutral positive	3.118	1	8	9	0	
ParlaMint-DK_20220503130443.seg5.3	ParlaMint-DK_20220503130443	s	English	Neutral	neutral negative	2.171	1	12	14	0	
ParlaMint-DK_20220503130452	ParlaMint-DK-en_2022-05-03-20211-M102	u	English	-	-	-	4	66	93	11	
ParlaMint-DK_20220503130452.seg6.1	ParlaMint-DK_20220503130452	s	English	Neutral	neutral positive	2.677	1	18	19	0	
ParlaMint-DK_20220503130452.seg6.2	ParlaMint-DK_20220503130452	s	English	Neutral	neutral positive	2.873	1	5	6	0	
ParlaMint-DK_20220503130452.seg6.3	ParlaMint-DK_20220503130452	s	English	Neutral	neutral negative	1.653	1	35	59	11	
ParlaMint-DK_20220503130452.seg6.4	ParlaMint-DK_20220503130452	s	English	Negative	mixed negative	0.995	1	8	9	0	
ParlaMint-DK_20220503130519	ParlaMint-DK-en_2022-05-03-20211-M102	u	English	-	-	-	3	26	30	0	
ParlaMint-DK_20220503130519.seg7.1	ParlaMint-DK_20220503130519	s	English	Neutral	neutral positive	2.757	1	4	5	0	
ParlaMint-DK_20220503130519.seg7.2	ParlaMint-DK_20220503130519	s	English	Neutral	neutral positive	2.893	1	5	6	0	
ParlaMint-DK_20220503130519.seg7.3	ParlaMint-DK_20220503130519	s	English	Neutral	neutral negative	2.361	1	17	19	0	
ParlaMint-DK_20220503130543	ParlaMint-DK-en_2022-05-03-20211-M102	u	English	-	-	-	5	51	59	3	
ParlaMint-DK_20220503130543.seg8.1	ParlaMint-DK_20220503130543	s	English	Neutral	neutral negative	2.476	1	25	29	3	
ParlaMint-DK_20220503130543.seg8.2	ParlaMint-DK_20220503130543	s	English	Positive	mixed positive	4.119	1	3	4	0	
ParlaMint-DK_20220503130543.seg8.3	ParlaMint-DK_20220503130543	s	English	Neutral	neutral positive	2.854	1	16	17	0	
ParlaMint-DK_20220503130543.seg8.4	ParlaMint-DK_20220503130543	s	English	Neutral	neutral positive	3.320	1	4	5	0	
ParlaMint-DK_20220503130543.seg8.5	ParlaMint-DK_20220503130543	s	English	Positive	mixed positive	4.075	1	3	4	0	
ParlaMint-DK_20220503130605	ParlaMint-DK-en_2022-05-03-20211-M102	u	English	-	-	-	3	26	30	0	
ParlaMint-DK_20220503130605.seg9.1	ParlaMint-DK_20220503130605	s	English	Neutral	neutral positive	2.757	1	4	5	0	
ParlaMint-DK_20220503130605.seg9.2	ParlaMint-DK_20220503130605	s	English	Neutral	neutral positive	2.893	1	5	6	0	
ParlaMint-DK_20220503130605.seg9.3	ParlaMint-DK_20220503130605	s	English	Neutral	neutral negative	2.361	1	17	19	0	
ParlaMint-DK_20220503130622	ParlaMint-DK-en_2022-05-03-20211-M102	u	English	-	-	-	5	47	57	1	
ParlaMint-DK_20220503130622.seg10.1	ParlaMint-DK_20220503130622	s	English	Neutral	neutral negative	2.455	1	20	26	1	
ParlaMint-DK_20220503130622.seg10.2	ParlaMint-DK_20220503130622	s	English	Positive	mixed positive	4.119	1	3	4	0	
ParlaMint-DK_20220503130622.seg10.3	ParlaMint-DK_20220503130622	s	English	Neutral	neutral positive	2.774	1	17	18	0	
ParlaMint-DK_20220503130622.seg10.4	ParlaMint-DK_20220503130622	s	English	Neutral	neutral positive	3.126	1	4	5	0	
ParlaMint-DK_20220503130622.seg10.5	ParlaMint-DK_20220503130622	s	English	Positive	mixed positive	4.075	1	3	4	0	
ParlaMint-DK_20220503130729	ParlaMint-DK-en_2022-05-03-20211-M102	u	English	-	-	-	2	19	22	2	
ParlaMint-DK_20220503130729.seg11.1	ParlaMint-DK_20220503130729	s	English	Neutral	neutral positive	3.164	1	4	5	0	
ParlaMint-DK_20220503130729.seg11.2	ParlaMint-DK_20220503130729	s	English	Neutral	neutral positive	3.165	1	15	17	2	
ParlaMint-DK_20220503130736	ParlaMint-DK-en_2022-05-03-20211-M102	u	English	-	-	-	27	634	707	16	
ParlaMint-DK_20220503130736.seg12.1	ParlaMint-DK_20220503130736	s	English	Positive	positive	5.101	1	11	12	1	
ParlaMint-DK_20220503130736.seg12.2	ParlaMint-DK_20220503130736	s	English	Positive	positive	5.253	1	4	5	0	
