ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-DK_20220407100002	ParlaMint-DK-en_2022-04-07-20211-M88	u	English	-	-	-	7	99	121	8	
ParlaMint-DK_20220407100002.seg1.1	ParlaMint-DK_20220407100002	s	English	Positive	mixed positive	3.826	1	4	5	0	
ParlaMint-DK_20220407100002.seg1.2	ParlaMint-DK_20220407100002	s	English	Neutral	neutral negative	2.352	1	26	34	4	
ParlaMint-DK_20220407100002.seg1.3	ParlaMint-DK_20220407100002	s	English	Neutral	neutral negative	2.466	1	12	15	0	
ParlaMint-DK_20220407100002.seg1.4	ParlaMint-DK_20220407100002	s	English	Neutral	neutral positive	2.675	1	34	40	4	
ParlaMint-DK_20220407100002.seg1.5	ParlaMint-DK_20220407100002	s	English	Neutral	neutral positive	3.035	1	2	4	0	
ParlaMint-DK_20220407100002.seg1.6	ParlaMint-DK_20220407100002	s	English	Neutral	neutral positive	2.535	1	20	21	0	
ParlaMint-DK_20220407100002.seg1.7	ParlaMint-DK_20220407100002	s	English	Neutral	neutral positive	3.241	1	1	2	0	
ParlaMint-DK_20220407100035	ParlaMint-DK-en_2022-04-07-20211-M88	u	English	-	-	-	1	23	25	1	
ParlaMint-DK_20220407100035.seg2.1	ParlaMint-DK_20220407100035	s	English	Neutral	neutral negative	2.198	1	23	25	1	
ParlaMint-DK_20220407100041	ParlaMint-DK-en_2022-04-07-20211-M88	u	English	-	-	-	5	74	102	13	
ParlaMint-DK_20220407100041.seg3.1	ParlaMint-DK_20220407100041	s	English	Neutral	neutral positive	3.020	1	12	13	0	
ParlaMint-DK_20220407100041.seg3.2	ParlaMint-DK_20220407100041	s	English	Neutral	neutral positive	2.702	1	26	28	1	
ParlaMint-DK_20220407100041.seg3.3	ParlaMint-DK_20220407100041	s	English	Neutral	neutral positive	2.751	1	4	5	0	
ParlaMint-DK_20220407100041.seg3.4	ParlaMint-DK_20220407100041	s	English	Neutral	neutral negative	2.483	1	29	52	12	
ParlaMint-DK_20220407100041.seg3.5	ParlaMint-DK_20220407100041	s	English	Positive	mixed positive	4.386	1	3	4	0	
ParlaMint-DK_20220407100114	ParlaMint-DK-en_2022-04-07-20211-M88	u	English	-	-	-	3	26	30	0	
ParlaMint-DK_20220407100114.seg4.1	ParlaMint-DK_20220407100114	s	English	Neutral	neutral positive	2.757	1	4	5	0	
ParlaMint-DK_20220407100114.seg4.2	ParlaMint-DK_20220407100114	s	English	Neutral	neutral positive	2.672	1	5	6	0	
ParlaMint-DK_20220407100114.seg4.3	ParlaMint-DK_20220407100114	s	English	Neutral	neutral negative	2.361	1	17	19	0	
ParlaMint-DK_20220407100140	ParlaMint-DK-en_2022-04-07-20211-M88	u	English	-	-	-	5	59	72	0	
ParlaMint-DK_20220407100140.seg5.1	ParlaMint-DK_20220407100140	s	English	Neutral	neutral positive	2.544	1	27	35	0	
ParlaMint-DK_20220407100140.seg5.2	ParlaMint-DK_20220407100140	s	English	Positive	mixed positive	4.119	1	3	4	0	
ParlaMint-DK_20220407100140.seg5.3	ParlaMint-DK_20220407100140	s	English	Neutral	neutral positive	2.774	1	17	18	0	
ParlaMint-DK_20220407100140.seg5.4	ParlaMint-DK_20220407100140	s	English	Neutral	neutral positive	3.021	1	9	11	0	
ParlaMint-DK_20220407100140.seg5.5	ParlaMint-DK_20220407100140	s	English	Positive	mixed positive	4.075	1	3	4	0	
ParlaMint-DK_20220407100157	ParlaMint-DK-en_2022-04-07-20211-M88	u	English	-	-	-	3	39	44	0	
ParlaMint-DK_20220407100157.seg6.1	ParlaMint-DK_20220407100157	s	English	Neutral	neutral negative	2.339	1	10	11	0	
ParlaMint-DK_20220407100157.seg6.2	ParlaMint-DK_20220407100157	s	English	Neutral	neutral negative	2.013	1	13	15	0	
ParlaMint-DK_20220407100157.seg6.3	ParlaMint-DK_20220407100157	s	English	Neutral	neutral positive	2.519	1	16	18	0	
