ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-DK_20220329131503	ParlaMint-DK-en_2022-03-29-20211-M81	u	English	-	-	-	1	4	5	0	
ParlaMint-DK_20220329131503.seg1.1	ParlaMint-DK_20220329131503	s	English	Positive	mixed positive	3.826	1	4	5	0	
ParlaMint-DK_20220329131508	ParlaMint-DK-en_2022-03-29-20211-M81	u	English	-	-	-	1	23	25	1	
ParlaMint-DK_20220329131508.seg2.1	ParlaMint-DK_20220329131508	s	English	Neutral	neutral negative	2.140	1	23	25	1	
ParlaMint-DK_20220329131524	ParlaMint-DK-en_2022-03-29-20211-M81	u	English	-	-	-	5	89	117	13	
ParlaMint-DK_20220329131524.seg3.1	ParlaMint-DK_20220329131524	s	English	Neutral	neutral positive	2.985	1	11	12	0	
ParlaMint-DK_20220329131524.seg3.2	ParlaMint-DK_20220329131524	s	English	Neutral	neutral positive	2.702	1	26	28	1	
ParlaMint-DK_20220329131524.seg3.3	ParlaMint-DK_20220329131524	s	English	Neutral	neutral positive	2.751	1	4	5	0	
ParlaMint-DK_20220329131524.seg3.4	ParlaMint-DK_20220329131524	s	English	Neutral	neutral positive	2.745	1	31	54	12	
ParlaMint-DK_20220329131524.seg3.5	ParlaMint-DK_20220329131524	s	English	Positive	mixed positive	3.537	1	17	18	0	
ParlaMint-DK_20220329131552	ParlaMint-DK-en_2022-03-29-20211-M81	u	English	-	-	-	2	26	29	0	
ParlaMint-DK_20220329131552.seg4.1	ParlaMint-DK_20220329131552	s	English	Neutral	neutral positive	3.054	1	20	22	0	
ParlaMint-DK_20220329131552.seg4.2	ParlaMint-DK_20220329131552	s	English	Positive	mixed positive	4.154	1	6	7	0	
ParlaMint-DK_20220329131628	ParlaMint-DK-en_2022-03-29-20211-M81	u	English	-	-	-	3	57	65	3	
ParlaMint-DK_20220329131628.seg5.1	ParlaMint-DK_20220329131628	s	English	Neutral	neutral negative	2.463	1	25	30	3	
ParlaMint-DK_20220329131628.seg5.2	ParlaMint-DK_20220329131628	s	English	Neutral	neutral positive	2.540	1	29	31	0	
ParlaMint-DK_20220329131628.seg5.3	ParlaMint-DK_20220329131628	s	English	Positive	mixed positive	4.075	1	3	4	0	
ParlaMint-DK_20220329131651	ParlaMint-DK-en_2022-03-29-20211-M81	u	English	-	-	-	4	79	87	6	
ParlaMint-DK_20220329131651.seg6.1	ParlaMint-DK_20220329131651	s	English	Neutral	neutral positive	2.592	1	46	50	6	
ParlaMint-DK_20220329131651.seg6.2	ParlaMint-DK_20220329131651	s	English	Neutral	neutral negative	2.009	1	16	17	0	
ParlaMint-DK_20220329131651.seg6.3	ParlaMint-DK_20220329131651	s	English	Neutral	neutral positive	3.288	1	5	6	0	
ParlaMint-DK_20220329131651.seg6.4	ParlaMint-DK_20220329131651	s	English	Neutral	neutral negative	2.171	1	12	14	0	
ParlaMint-DK_20220329131712	ParlaMint-DK-en_2022-03-29-20211-M81	u	English	-	-	-	3	30	33	1	
ParlaMint-DK_20220329131712.seg7.1	ParlaMint-DK_20220329131712	s	English	Neutral	neutral positive	2.749	1	16	17	0	
ParlaMint-DK_20220329131712.seg7.2	ParlaMint-DK_20220329131712	s	English	Neutral	neutral positive	2.751	1	4	5	0	
ParlaMint-DK_20220329131712.seg7.3	ParlaMint-DK_20220329131712	s	English	Positive	mixed positive	4.035	1	10	11	1	
