ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-DK_20220510153029	ParlaMint-DK-en_2022-05-10-20211-M107	u	English	-	-	-	5	98	121	6	
ParlaMint-DK_20220510153029.seg1.1	ParlaMint-DK_20220510153029	s	English	Positive	mixed positive	3.826	1	4	5	0	
ParlaMint-DK_20220510153029.seg1.2	ParlaMint-DK_20220510153029	s	English	Neutral	neutral negative	2.210	1	40	48	3	
ParlaMint-DK_20220510153029.seg1.3	ParlaMint-DK_20220510153029	s	English	Neutral	neutral negative	2.309	1	37	46	3	
ParlaMint-DK_20220510153029.seg1.4	ParlaMint-DK_20220510153029	s	English	Neutral	neutral positive	2.839	1	7	9	0	
ParlaMint-DK_20220510153029.seg1.5	ParlaMint-DK_20220510153029	s	English	Neutral	neutral negative	2.448	1	10	13	0	
ParlaMint-DK_20220510153110	ParlaMint-DK-en_2022-05-10-20211-M107	u	English	-	-	-	1	25	27	1	
ParlaMint-DK_20220510153110.seg2.1	ParlaMint-DK_20220510153110	s	English	Neutral	neutral negative	2.065	1	25	27	1	
ParlaMint-DK_20220510153119	ParlaMint-DK-en_2022-05-10-20211-M107	u	English	-	-	-	5	79	108	14	
ParlaMint-DK_20220510153119.seg3.1	ParlaMint-DK_20220510153119	s	English	Neutral	neutral positive	2.997	1	15	16	0	
ParlaMint-DK_20220510153119.seg3.2	ParlaMint-DK_20220510153119	s	English	Neutral	neutral positive	2.702	1	26	28	1	
ParlaMint-DK_20220510153119.seg3.3	ParlaMint-DK_20220510153119	s	English	Neutral	neutral positive	2.751	1	4	5	0	
ParlaMint-DK_20220510153119.seg3.4	ParlaMint-DK_20220510153119	s	English	Neutral	neutral negative	2.310	1	31	55	13	
ParlaMint-DK_20220510153119.seg3.5	ParlaMint-DK_20220510153119	s	English	Positive	mixed positive	4.386	1	3	4	0	
ParlaMint-DK_20220510153149	ParlaMint-DK-en_2022-05-10-20211-M107	u	English	-	-	-	4	48	56	2	
ParlaMint-DK_20220510153149.seg4.1	ParlaMint-DK_20220510153149	s	English	Neutral	neutral negative	2.189	1	15	19	2	
ParlaMint-DK_20220510153149.seg4.2	ParlaMint-DK_20220510153149	s	English	Neutral	neutral positive	2.617	1	8	9	0	
ParlaMint-DK_20220510153149.seg4.3	ParlaMint-DK_20220510153149	s	English	Neutral	neutral positive	2.893	1	5	6	0	
ParlaMint-DK_20220510153149.seg4.4	ParlaMint-DK_20220510153149	s	English	Neutral	neutral negative	2.395	1	20	22	0	
ParlaMint-DK_20220510153215	ParlaMint-DK-en_2022-05-10-20211-M107	u	English	-	-	-	4	61	91	12	
ParlaMint-DK_20220510153215.seg5.1	ParlaMint-DK_20220510153215	s	English	Neutral	neutral positive	2.511	1	20	25	3	
ParlaMint-DK_20220510153215.seg5.2	ParlaMint-DK_20220510153215	s	English	Neutral	neutral positive	2.751	1	4	5	0	
ParlaMint-DK_20220510153215.seg5.3	ParlaMint-DK_20220510153215	s	English	Neutral	neutral negative	1.662	1	31	54	9	
ParlaMint-DK_20220510153215.seg5.4	ParlaMint-DK_20220510153215	s	English	Negative	mixed negative	1.379	1	6	7	0	
ParlaMint-DK_20220510153247	ParlaMint-DK-en_2022-05-10-20211-M107	u	English	-	-	-	3	23	27	2	
ParlaMint-DK_20220510153247.seg6.1	ParlaMint-DK_20220510153247	s	English	Neutral	neutral positive	2.897	1	10	11	0	
ParlaMint-DK_20220510153247.seg6.2	ParlaMint-DK_20220510153247	s	English	Neutral	neutral positive	2.717	1	8	9	0	
ParlaMint-DK_20220510153247.seg6.3	ParlaMint-DK_20220510153247	s	English	Neutral	neutral positive	3.409	1	5	7	2	
ParlaMint-DK_20220510153257	ParlaMint-DK-en_2022-05-10-20211-M107	u	English	-	-	-	33	766	855	28	
ParlaMint-DK_20220510153257.seg7.1	ParlaMint-DK_20220510153257	s	English	Negative	mixed negative	0.665	1	34	37	1	
ParlaMint-DK_20220510153257.seg7.2	ParlaMint-DK_20220510153257	s	English	Negative	negative	0.334	1	40	42	2	
ParlaMint-DK_20220510153257.seg7.3	ParlaMint-DK_20220510153257	s	English	Neutral	neutral positive	2.670	1	12	13	0	
