ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.u1	ParlaMint-IT-en_2022-02-01-LEG18-Senato-sed-399	u	English	-	-	-	5	40	49	1	
ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.seg1.1	ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.u1	s	English	Neutral	neutral positive	3.493	1	7	8	0	
ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.seg1.2	ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.u1	s	English	Neutral	neutral positive	2.730	1	5	6	0	
ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.seg1.3	ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.u1	s	English	Neutral	neutral positive	2.684	1	15	18	1	
ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.seg1.4	ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.u1	s	English	Positive	mixed positive	3.687	1	4	6	0	
ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.seg1.5	ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.u1	s	English	Neutral	neutral positive	3.184	1	9	11	0	
ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.u2	ParlaMint-IT-en_2022-02-01-LEG18-Senato-sed-399	u	English	-	-	-	1	32	35	2	
ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.seg2.1	ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.u2	s	English	Neutral	neutral negative	1.990	1	32	35	2	
ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.u3	ParlaMint-IT-en_2022-02-01-LEG18-Senato-sed-399	u	English	-	-	-	3	53	62	5	
ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.seg3.1	ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.u3	s	English	Neutral	neutral negative	2.370	1	10	11	0	
ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.seg3.2	ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.u3	s	English	Neutral	neutral positive	3.119	1	40	47	4	
ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.seg4.1	ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.u3	s	English	Neutral	neutral positive	3.043	1	3	4	1	
ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.u4	ParlaMint-IT-en_2022-02-01-LEG18-Senato-sed-399	u	English	-	-	-	4	129	156	5	
ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.seg5.1	ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.u4	s	English	Neutral	neutral positive	2.941	1	4	5	0	
ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.seg5.2	ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.u4	s	English	Neutral	neutral positive	2.794	1	24	28	2	
ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.seg6.1	ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.u4	s	English	Neutral	neutral negative	2.384	1	53	65	2	
ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.seg6.2	ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.u4	s	English	Neutral	neutral negative	2.351	1	48	58	1	
ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.u5	ParlaMint-IT-en_2022-02-01-LEG18-Senato-sed-399	u	English	-	-	-	1	5	6	0	
ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.seg7.1	ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.u5	s	English	Neutral	neutral positive	2.888	1	5	6	0	
ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.u6	ParlaMint-IT-en_2022-02-01-LEG18-Senato-sed-399	u	English	-	-	-	1	7	8	0	
ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.seg8.1	ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.u6	s	English	Neutral	neutral positive	2.705	1	7	8	0	
ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.u7	ParlaMint-IT-en_2022-02-01-LEG18-Senato-sed-399	u	English	-	-	-	14	465	534	51	
ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.seg9.1	ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.u7	s	English	Neutral	neutral positive	2.781	1	3	7	3	
ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.seg9.2	ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.u7	s	English	Negative	negative	0.288	1	126	140	12	
ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.seg9.3	ParlaMint-IT_2022-02-01-LEG18-Senato-sed-399.ana.u7	s	English	Negative	negative	0.195	1	18	22	2	
