ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.u1	ParlaMint-IT-en_2022-06-28-LEG18-Senato-sed-445	u	English	-	-	-	5	40	49	1	
ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.seg1.1	ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.u1	s	English	Positive	mixed positive	3.632	1	7	8	0	
ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.seg1.2	ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.u1	s	English	Neutral	neutral positive	2.730	1	5	6	0	
ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.seg1.3	ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.u1	s	English	Neutral	neutral positive	2.927	1	15	18	1	
ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.seg1.4	ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.u1	s	English	Positive	mixed positive	3.687	1	4	6	0	
ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.seg1.5	ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.u1	s	English	Neutral	neutral positive	3.184	1	9	11	0	
ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.u2	ParlaMint-IT-en_2022-06-28-LEG18-Senato-sed-445	u	English	-	-	-	1	32	35	2	
ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.seg2.1	ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.u2	s	English	Neutral	neutral negative	1.990	1	32	35	2	
ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.u3	ParlaMint-IT-en_2022-06-28-LEG18-Senato-sed-445	u	English	-	-	-	2	59	67	6	
ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.seg3.1	ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.u3	s	English	Neutral	neutral negative	2.378	1	45	50	4	
ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.seg3.2	ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.u3	s	English	Neutral	neutral positive	3.114	1	14	17	2	
ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.u4	ParlaMint-IT-en_2022-06-28-LEG18-Senato-sed-445	u	English	-	-	-	4	45	52	3	
ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.seg4.1	ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.u4	s	English	Neutral	neutral positive	2.652	1	18	20	2	
ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.seg5.1	ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.u4	s	English	Neutral	neutral negative	2.429	1	13	16	1	
ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.seg5.2	ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.u4	s	English	Neutral	neutral positive	3.256	1	9	10	0	
ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.seg6.1	ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.u4	s	English	Neutral	neutral positive	2.956	1	5	6	0	
ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.u5	ParlaMint-IT-en_2022-06-28-LEG18-Senato-sed-445	u	English	-	-	-	1	12	15	0	
ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.seg7.1	ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.u5	s	English	Neutral	neutral positive	2.955	1	12	15	0	
ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.u6	ParlaMint-IT-en_2022-06-28-LEG18-Senato-sed-445	u	English	-	-	-	3	20	23	1	
ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.seg8.1	ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.u6	s	English	Neutral	neutral positive	3.241	1	6	7	0	
ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.seg9.1	ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.u6	s	English	Neutral	neutral positive	2.750	1	7	8	1	
ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.seg9.2	ParlaMint-IT_2022-06-28-LEG18-Senato-sed-445.ana.u6	s	English	Neutral	neutral positive	2.705	1	7	8	0	
