ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.u1	ParlaMint-IT-en_2022-04-27-LEG18-Senato-sed-428	u	English	-	-	-	5	37	48	1	
ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.seg1.1	ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.u1	s	English	Positive	mixed positive	3.645	1	6	9	0	
ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.seg1.2	ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.u1	s	English	Neutral	neutral positive	2.730	1	5	6	0	
ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.seg1.3	ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.u1	s	English	Neutral	neutral positive	2.610	1	13	16	1	
ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.seg1.4	ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.u1	s	English	Positive	mixed positive	3.687	1	4	6	0	
ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.seg1.5	ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.u1	s	English	Neutral	neutral positive	3.184	1	9	11	0	
ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.u2	ParlaMint-IT-en_2022-04-27-LEG18-Senato-sed-428	u	English	-	-	-	1	32	35	2	
ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.seg2.1	ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.u2	s	English	Neutral	neutral negative	1.990	1	32	35	2	
ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.u3	ParlaMint-IT-en_2022-04-27-LEG18-Senato-sed-428	u	English	-	-	-	2	59	67	6	
ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.seg3.1	ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.u3	s	English	Neutral	neutral negative	2.378	1	45	50	4	
ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.seg3.2	ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.u3	s	English	Neutral	neutral positive	3.114	1	14	17	2	
ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.u4	ParlaMint-IT-en_2022-04-27-LEG18-Senato-sed-428	u	English	-	-	-	2	54	66	8	
ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.seg4.1	ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.u4	s	English	Neutral	neutral positive	2.557	1	43	52	7	
ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.seg4.2	ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.u4	s	English	Neutral	neutral positive	2.752	1	11	14	1	
ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.u5	ParlaMint-IT-en_2022-04-27-LEG18-Senato-sed-428	u	English	-	-	-	17	781	864	40	
ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.seg5.1	ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.u5	s	English	Neutral	neutral positive	2.792	1	26	31	1	
ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.seg6.1	ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.u5	s	English	Neutral	neutral positive	3.452	1	92	103	7	
ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.seg7.1	ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.u5	s	English	Neutral	neutral positive	3.279	1	34	35	1	
ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.seg8.1	ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.u5	s	English	Neutral	neutral positive	3.173	1	31	34	4	
ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.seg9.1	ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.u5	s	English	Neutral	neutral negative	2.297	1	14	15	1	
ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.seg9.2	ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.u5	s	English	Neutral	neutral positive	3.175	1	75	82	3	
ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.seg9.3	ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.u5	s	English	Neutral	neutral positive	3.225	1	19	21	1	
ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.seg9.4	ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.u5	s	English	Neutral	neutral positive	3.329	1	15	16	1	
ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.seg9.5	ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.u5	s	English	Neutral	neutral negative	1.651	1	74	87	3	
ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.seg9.6	ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.u5	s	English	Positive	positive	5.037	1	10	11	0	
ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.seg9.7	ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.u5	s	English	Neutral	neutral negative	1.643	1	87	92	1	
ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.seg9.8	ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.u5	s	English	Positive	mixed positive	3.805	1	70	81	4	
ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.seg9.9	ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.u5	s	English	Neutral	neutral negative	1.832	1	85	92	4	
ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.seg9.10	ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.u5	s	English	Positive	mixed positive	4.448	1	62	67	4	
ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.seg9.11	ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.u5	s	English	Neutral	neutral positive	2.772	1	9	11	1	
ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.seg9.12	ParlaMint-IT_2022-04-27-LEG18-Senato-sed-428.ana.u5	s	English	Negative	mixed negative	1.053	1	38	42	2	
