ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u1	ParlaMint-IT-en_2022-08-04-LEG18-Senato-sed-460	u	English	-	-	-	5	38	47	1	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg1.1	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u1	s	English	Positive	mixed positive	3.665	1	7	8	0	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg1.2	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u1	s	English	Neutral	neutral positive	2.730	1	5	6	0	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg1.3	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u1	s	English	Neutral	neutral negative	2.490	1	13	16	1	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg1.4	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u1	s	English	Positive	mixed positive	3.687	1	4	6	0	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg1.5	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u1	s	English	Neutral	neutral positive	3.184	1	9	11	0	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u2	ParlaMint-IT-en_2022-08-04-LEG18-Senato-sed-460	u	English	-	-	-	1	32	35	2	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg2.1	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u2	s	English	Neutral	neutral negative	1.990	1	32	35	2	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u3	ParlaMint-IT-en_2022-08-04-LEG18-Senato-sed-460	u	English	-	-	-	3	95	105	9	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg3.1	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u3	s	English	Neutral	neutral negative	2.378	1	45	50	4	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg3.2	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u3	s	English	Neutral	neutral positive	3.114	1	14	17	2	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg4.1	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u3	s	English	Neutral	neutral negative	2.291	1	36	38	3	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u4	ParlaMint-IT-en_2022-08-04-LEG18-Senato-sed-460	u	English	-	-	-	3	106	117	7	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg5.1	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u4	s	English	Neutral	neutral positive	2.654	1	43	48	3	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg6.1	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u4	s	English	Neutral	neutral positive	2.762	1	42	46	2	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg7.1	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u4	s	English	Neutral	neutral positive	3.266	1	21	23	2	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u5	ParlaMint-IT-en_2022-08-04-LEG18-Senato-sed-460	u	English	-	-	-	2	18	21	1	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg8.1	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u5	s	English	Neutral	neutral negative	2.332	1	11	13	1	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg8.2	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u5	s	English	Neutral	neutral positive	3.000	1	7	8	0	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u6	ParlaMint-IT-en_2022-08-04-LEG18-Senato-sed-460	u	English	-	-	-	7	88	109	8	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg9.1	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u6	s	English	Neutral	neutral negative	2.446	1	2	5	2	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg9.2	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u6	s	English	Neutral	neutral negative	2.376	1	21	23	1	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg9.3	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u6	s	English	Positive	mixed positive	3.527	1	18	20	0	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg9.4	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u6	s	English	Negative	mixed negative	1.414	1	22	27	2	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg9.5	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u6	s	English	Neutral	neutral negative	2.446	1	2	5	2	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg9.6	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u6	s	English	Neutral	neutral positive	2.812	1	11	13	1	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg9.7	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u6	s	English	Positive	positive	5.272	1	12	16	0	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u7	ParlaMint-IT-en_2022-08-04-LEG18-Senato-sed-460	u	English	-	-	-	5	41	48	1	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg10.1	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u7	s	English	Neutral	neutral positive	2.958	1	12	14	0	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg10.2	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u7	s	English	Neutral	neutral positive	3.260	1	12	14	0	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg11.1	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u7	s	English	Positive	mixed positive	3.916	1	4	5	0	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg12.1	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u7	s	English	Neutral	neutral positive	2.755	1	6	7	1	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg12.2	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u7	s	English	Neutral	neutral positive	2.705	1	7	8	0	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u8	ParlaMint-IT-en_2022-08-04-LEG18-Senato-sed-460	u	English	-	-	-	3	86	92	5	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg13.1	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u8	s	English	Neutral	neutral negative	2.366	1	41	44	3	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg13.2	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u8	s	English	Neutral	neutral positive	3.235	1	15	17	1	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg13.3	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u8	s	English	Neutral	neutral negative	2.500	1	30	31	1	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u9	ParlaMint-IT-en_2022-08-04-LEG18-Senato-sed-460	u	English	-	-	-	3	24	28	1	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg14.1	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u9	s	English	Positive	mixed positive	4.036	1	4	6	1	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg15.1	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u9	s	English	Neutral	neutral negative	2.466	1	8	8	0	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg15.2	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u9	s	English	Neutral	neutral positive	3.248	1	12	14	0	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u10	ParlaMint-IT-en_2022-08-04-LEG18-Senato-sed-460	u	English	-	-	-	4	50	64	4	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg16.1	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u10	s	English	Neutral	neutral positive	2.556	1	20	28	0	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg17.1	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u10	s	English	Neutral	neutral negative	2.449	1	14	17	3	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg17.2	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u10	s	English	Neutral	neutral positive	3.256	1	9	10	0	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg18.1	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u10	s	English	Neutral	neutral positive	2.981	1	7	9	1	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u11	ParlaMint-IT-en_2022-08-04-LEG18-Senato-sed-460	u	English	-	-	-	49	1787	1971	25	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg19.1	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u11	s	English	Neutral	neutral positive	3.415	1	24	27	2	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg19.2	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u11	s	English	Neutral	neutral positive	3.375	1	20	23	0	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg20.1	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u11	s	English	Neutral	neutral positive	3.136	1	53	56	5	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg20.2	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u11	s	English	Neutral	neutral positive	3.173	1	33	36	2	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg21.1	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u11	s	English	Neutral	neutral positive	3.240	1	9	10	0	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg21.2	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u11	s	English	Neutral	neutral positive	2.660	1	27	30	0	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg21.3	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u11	s	English	Neutral	neutral positive	2.776	1	37	40	1	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg22.1	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u11	s	English	Positive	mixed positive	3.552	1	74	81	1	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg22.2	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u11	s	English	Positive	mixed positive	4.449	1	35	40	0	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg23.1	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u11	s	English	Positive	mixed positive	3.701	1	20	22	0	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg24.1	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u11	s	English	Negative	mixed negative	1.454	1	66	73	0	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg24.2	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u11	s	English	Neutral	neutral positive	3.372	1	17	22	0	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg25.1	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u11	s	English	Neutral	neutral positive	3.071	1	80	86	0	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg26.1	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u11	s	English	Neutral	neutral positive	2.922	1	54	64	0	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg26.2	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u11	s	English	Neutral	neutral positive	2.751	1	46	48	0	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg27.1	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u11	s	English	Neutral	neutral positive	2.582	1	11	13	0	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg27.2	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u11	s	English	Neutral	neutral positive	2.871	1	34	37	0	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg27.3	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u11	s	English	Positive	mixed positive	3.822	1	35	38	0	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg27.4	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u11	s	English	Neutral	neutral positive	3.292	1	51	58	0	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg27.5	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u11	s	English	Positive	positive	4.819	1	22	25	0	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg27.6	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u11	s	English	Neutral	neutral positive	3.027	1	22	26	0	
ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.seg27.7	ParlaMint-IT_2022-08-04-LEG18-Senato-sed-460.ana.u11	s	English	Negative	mixed negative	0.549	1	23	27	0	
